"par","ego","crnt"
"Tim Capstraw","Matt Brady",1
"Jeff Mullins","Melvin Watkins",0
"Nick Macarchuk","Michael Hunt",0
"Jerry Dunn","Mike Boyd",0
"Dennis Felton","Mike Jones",1
"Bo Ellis","Mike Rice Jr.",0
"Rick Boyages","Milan Brown",1
"Roy Williams","Neil Dougherty",0
"Keno Davis","Pat Skerry",1
"Mike Lonergan","Pete Strickland",0
"Jack Donohue","Ralph Willard",0
"Charlton Young","Randy Peele",0
"Steve Fisher","Ray McCallum",1
"Rick Barnes","Ricky Stokes",0
"Stan Heath","Rob Flaska",0
"Tim Jankovich","Rob Judson",0
"James Jones","Rob Senderoff",1
"Dana Altman","Robert McCullum",0
"Joe Harrington","Seth Greenberg",0
"Perry Clark","Steve Roccaforte",0
"Phil Hopkins","Thad Matta",1
"Mack McCarthy","Tic Price",0
"Bill E. Foster","Tim Carter",0
"Gene Iba","Tim Jankovich",0
"Lou Campanelli","Todd Bozeman",1
"Joe Harrington","Tom Abatemarco",0
"Buzz Williams","Tony Benford",1
"Cliff Ellis","Tracy Dildy",1
"Lynn Nance","Trent Johnson",1
"Larry Krystkowiak","Wayne Tinkle",1
"Mike Dement","Wes Miller",1
"Scott Thompson","Willis Wilson",1
"Bob Huggins","Andy Kennedy",1
"Seth Greenberg","Bill Courtney",1
"Lefty Driesell","Billy Hahn",0
"Rich Johnson","Billy Kennedy",1
"Larry Drew","Bob Bender",0
"Frank Haith","Butch Estes",0
"Tom Crean","Chuck Martin",0
"Brian Gregory","Dave Wojcik",1
"Danny Manning","Dennis Felton",0
"Billy Gillispie","Doc Sadler",0
"Adolph Rupp","Gale Catlett",0
"Jim Les","Howard Moore",1
"Jim Larranaga","James Johnson",1
"Lee Rose","Jeff Meyer",0
"Jeff Bzdelik","Jeff Reynolds",0
"Dickey Nutt","Jessie Evans",0
"Terry Stotts","Jim Boylan",0
"Leonard Hamilton","Jim Christian",1
"Tim Miles","Jim Molinari",1
"Jim Crews","Jim Platt",0
"Del Harris","Jim Wooldridge",1
"Fran Fraschilla","Joe Dooley",1
"Glen Miller","John Gallagher",1
"Lawrence Frank","John Kuester",0
"Chris Mack","Kareem Richardson",1
"Marc Iavaroni","Kevin O'Neill",0
"Mick Cronin","Larry Davis",0
"Trent Johnson","Lynn Nance",0
"Phil Martelli","Matt Brady",1
"Quin Snyder","Melvin Watkins",0
"Terry Truax","Michael Hunt",0
"Murry Bartow","Mike Boyd",0
"Shaka Smart","Mike Jones",1
"Phil Martelli","Mike Rice Jr.",0
"Jamie Dixon","Pat Skerry",1
"Travis Williams","Randy Peele",0
"Doug Davalos","Rob Flaska",0
"Michael Hunt","Rob Senderoff",1
"Lon Kruger","Robert McCullum",0
"Steve McClain","Steve Roccaforte",0
"Oliver Purnell","Tic Price",0
"Eddie Sutton","Tim Jankovich",0
"Lefty Driesell","Tom Abatemarco",0
"Jeff Lebo","Tracy Dildy",1
"Todd Bozeman","Billy Kennedy",1
"Jason Kidd","Bob Bender",0
"Doug Wojcik","Dave Wojcik",1
"Fred Hoiberg","Doc Sadler",0
"Tim Buckley","Howard Moore",1
"Mike Brown","Jim Boylan",0
"Stan Heath","Jim Christian",1
"Jim Les","Jim Platt",0
"Jack McKinney","Jim Wooldridge",1
"Bill Self","Joe Dooley",1
"Maurice Cheeks","John Kuester",0
"Rick Pitino","Kareem Richardson",1
"Mike Anderson","Melvin Watkins",0
"Frank Haith","Michael Hunt",0
"Ed DeChellis","Mike Boyd",0
"Jamie Dixon","Mike Rice Jr.",0
"Jim Christian","Rob Senderoff",1
"Kirk Speraw","Robert McCullum",0
"John Calipari","Steve Roccaforte",0
"Tommy Joe Eagles","Tic Price",0
"Kevin Stallings","Tim Jankovich",0
"Lou Carnesecca","Tom Abatemarco",0
"Rod Barnes","Tracy Dildy",1
"Ben Braun","Billy Kennedy",1
"Dino Gaudio","Dave Wojcik",1
"Jim Whitesell","Howard Moore",1
"Cotton Fitzsimmons","Jim Wooldridge",1
"Brian Hill","John Kuester",0
"Jim Larranaga","Michael Hunt",0
"Geno Ford","Rob Senderoff",1
"Paul Hewitt","Robert McCullum",0
"Stan Heath","Steve Roccaforte",0
"Ron Everhart","Tic Price",0
"Bill Self","Tim Jankovich",0
"Mike Davis","Tracy Dildy",1
"Frank Haith","Billy Kennedy",1
"Leon Rice","Dave Wojcik",1
"aul Westphal","Jim Wooldridge",1
"Mike Brown","John Kuester",0
"Jessie Evans","Robert McCullum",0
"James Johnson","Steve Roccaforte",0
"Johnny Jones","Tic Price",0
"Larry Brown","Tim Jankovich",0
"Pat Riley","Jim Wooldridge",1
"Eddie Sutton","Robert McCullum",0
"Steve Roccaforte","Tic Price",0
"George Raveling","Tim Jankovich",0
