"par","ego","crnt"
NA,"Jimmy Virdmontes",0
"Bob Knight","Joby Wright",0
NA,"Jock Maloney",0
NA,"Joe Anders",0
NA,"Joe Aurreocoechea",0
"Adolph Rupp","Joe B. Hall",0
NA,"Joe Baker",0
NA,"Joe Boylan",0
"Henry Bibby","Joe Callero",1
NA,"Joe Cipriano",0
"Rick Majerus","Joe Cravens",0
NA,"Joe Dan Gold",0
NA,"Joe Davis",0
"Harry Rabenhorst","Joe Dean",0
NA,"Joe Dean Davidson",0
NA,"Joe DeSantis",0
"Gerry Gimelstob","Joe Dooley",1
NA,"Joe Folda",0
"Steve Shields","Joe Golding",1
NA,"Joe Gottfried",0
"Lefty Driesell","Joe Harrington",0
NA,"Joe Holsinger",0
NA,"Joe Hutton",0
"Jay Wright","Joe Jones",1
NA,"Joe Lapchick",0
NA,"Joe Markham",0
NA,"Joe McCrea",0
NA,"Joe Meehan",0
NA,"Joe Meyer",0
"Paul Westhead","Joe Mihalich",1
NA,"Joe Mills",0
NA,"Joe Mitchell",0
NA,"Joe Mullaney",0
NA,"Joe O'Brien",0
"Bob Knight","Joe Pasternack",0
NA,"Joe Ramsey",0
NA,"Joe Ryan",0
"Pete Carril","Joe Scott",1
"Ray Eddy","Joe Sexson",0
NA,"Joe Stowell",0
NA,"Joe Swank",0
NA,"Joe Williams",0
NA,"Joedy Gardner",0
NA,"Joel Eaves",0
NA,"Joel Mason",0
NA,"Joel Sobotka",0
"Marty Fletcher","Joey Cantafio",0
"David Boots","Joey James",1
"Ray Meyer","Joey Meyer",0
NA,"Joey Stiebing",0
NA,"John Arndt",0
NA,"John Bach",0
NA,"John Barrett",0
NA,"John Bates",0
NA,"John Bayer",0
"Jack Bruen","John Becker",1
NA,"John Beilein",1
NA,"John Bender",0
NA,"John Benington",0
NA,"John Birkett",0
NA,"John Blackburn",0
NA,"John Blake",0
"Bob Boyd","John Brady",1
NA,"John Brickels",0
NA,"John Brooks",0
"Phog Allen","John Bunn",0
NA,"John Burke",0
"Larry Brown","John Calipari",1
NA,"John Carpenter",0
NA,"John Carroll",0
NA,"John Castellani",0
NA,"John Chalmers",0
NA,"John Chaney",0
NA,"John Cinicola",0
NA,"John Clark",0
NA,"John Colrick",0
NA,"John Connelly",0
"Eddie Fogler","John Cooper",1
NA,"John Corbett",0
NA,"John Crenny",0
NA,"John Crescenzo",0
NA,"John Davidson",0
NA,"John Davis",0
NA,"John Dever",0
NA,"John Donahue",0
"Peck Hickman","John Dromo",0
"Bob Donewald","John Dunne",1
NA,"John Egli",0
"Bud Foster","John Erickson",0
NA,"John Evans",0
NA,"John Fike",0
NA,"John Finneman",0
NA,"John Flanigan",0
NA,"John Floyd",0
NA,"John Frankie",0
"Phil Martelli","John Gallagher",1
NA,"John Galloway",0
NA,"John Garrison",0
NA,"John Georgen",0
"Lou Henson","John Giannini",1
NA,"John Gilles",0
NA,"John Gray",0
NA,"John Grayson",0
NA,"John Griffin",0
NA,"John Griffith",0
"Todd Lickliter","John Groce",1
NA,"John Grogan",0
NA,"John Gunn",0
NA,"John Guthrie",0
NA,"John H. Kobs",0
NA,"John Halliday",0
NA,"John Hancock",0
NA,"John Harmon",0
NA,"John Hegarty",0
NA,"John Heldman",0
NA,"John Hiller",0
NA,"John Jeffries",0
NA,"John Jordan",0
NA,"John Kellison",0
NA,"John Kimmell",0
NA,"John Koehler",0
"Lou Carnesecca","John Kresse",0
"Dean Smith","John Kuester",0
NA,"John Kundla",0
NA,"John L. Williams",0
NA,"John Lance",0
NA,"John Lavin",0
NA,"John Lawther",0
"Steve Lappas","John Leonard",0
NA,"John Leone",0
NA,"John Linn",0
NA,"John Long",0
NA,"John Lotz",0
NA,"John Lyles",0
NA,"John Macklin",0
"Scott Skiles","John MacLeod",0
NA,"John Mahoney",0
NA,"John Masi",0
NA,"John Mauer",0
NA,"John Maulbetsch",0
NA,"John McCarthy",0
NA,"John McClendon",0
NA,"John McDougal",0
NA,"John McFadden",0
NA,"John McGough",0
NA,"John McIntosh",0
NA,"John McKay",0
NA,"John McKnight",0
NA,"John McLaughlin",0
NA,"John McMenamin",0
NA,"John Menton",0
NA,"John Miller",0
NA,"John Morrison",0
NA,"John Murray",0
NA,"John Neary",0
NA,"John Nelson",0
NA,"John O'Donnell",0
"E.A. Diddle","John Oldham",0
"Rollie Massimino","John Olive",0
NA,"John Olmstead",0
NA,"John O'Reilly",0
NA,"John O'Rouke",0
NA,"John O'Shea",0
NA,"John Palcheff",0
"Billy Donovan","John Pelphrey",0
NA,"John Phelan",0
NA,"John Phillips",0
NA,"John Plant",0
NA,"John Powers",0
NA,"John Powless",0
NA,"John Prince",0
NA,"John Purinton",0
NA,"John Reed",0
NA,"John Reid",0
"Larry Brown","John Robic",0
NA,"John Rogers",0
NA,"John Rose",0
NA,"John Schmitt",0
NA,"John Schommer",0
NA,"John Shada",0
"Richard Johnson","John Shulman",0
NA,"John Shumate",0
NA,"John Sines",0
NA,"John Sitarski",0
NA,"John Sneed",0
NA,"John Snyder",0
NA,"John Stewart",0
NA,"John Stroia",0
NA,"John Stuart",0
"Pete Carril","John Thompson",1
NA,"John Thurber",0
NA,"John Thurston",0
NA,"John Utz",0
NA,"John Wade",0
NA,"John Warren",0
NA,"John Weinert",0
NA,"John Wiethe",0
NA,"John Williams",0
NA,"John Wilson",0
"Piggy Lambert","John Wooden",0
NA,"Johnnie McMillan",0
"Mike Krzyzewski","Johnny Dawkins",1
NA,"Johnny Dee",0
NA,"Johnny Douglas",0
NA,"Johnny Edwards",0
NA,"Johnny Floyd",0
"Dale Brown","Johnny Jones",1
"John Erickson","Johnny Orr",0
NA,"Johnny Swaim",0
NA,"Joseph Bean",0
NA,"Joseph Brennan",0
NA,"Joseph Curran",0
NA,"Joseph Daher",0
NA,"Joseph Deering",0
NA,"Joseph Fogarty",0
NA,"Joseph Heyer",0
NA,"Joseph Hoy",0
NA,"Joseph Jensen",0
NA,"Joseph Kersey",0
NA,"Joseph Mullaney",0
NA,"Joseph Niland",0
NA,"Joseph O'Shea",0
"Digger Phelps","Joseph Price",1
NA,"Joseph Raycroft",0
NA,"Joseph Stilwell",0
NA,"Joseph Vancisin",0
NA,"Joseph Whitesides",0
NA,"Josh Cody",0
NA,"Josh Giles",0
"Lute Olson","Josh Pastner",1
NA,"Juan Reid",0
"Marv Harshman","Jud Heathcote",0
"Jerry Pimm","Judas Prada",0
NA,"Jule Rivlin",0
NA,"Julie Bender",0
NA,"Julie Bescos",0
NA,"Julius Johnston",0
NA,"Jumbo Stiehm",0
NA,"K.E. Hines",0
NA,"K.P. Gatchell",0
"Royce Waltman","Kareem Richardson",1
NA,"Karl Fogel",0
"Jim Calhoun","Karl Hobbs",0
NA,"Karl Lawrence",0
NA,"Karl Schlademan",0
NA,"Keith Brown",0
"Ben Braun","Keith Dambrot",1
"Rick Huckabay","Keith Richard",1
"Jud Heathcote","Kelvin Sampson",0
NA,"Kemper Shelton",0
"Lorenzo Romar","Ken Bone",1
"Bob Snake LeGrand","Ken Burmeister",1
NA,"Ken Edwards",0
NA,"Ken Engles",0
NA,"Ken Fortenberry",0
NA,"Ken Hayes",0
"Rick Barnes","Ken McDonald",0
NA,"Ken Rochlitz",0
NA,"Ken Rosemond",0
NA,"Ken Simendinger",0
NA,"Ken Trickey",0
NA,"Kenneth Cassidy",0
NA,"Kenneth Fairman",0
NA,"Kenneth Gunning",0
"Dutch Hermann","Kenneth Loeffler",0
NA,"Kenneth Moyer",0
NA,"Kenneth Norton",0
NA,"Kenneth Suesens",0
NA,"Kennon Mott",0
NA,"Kenny Sidwell",0
"Tom Davis","Keno Davis",1
"Larry Eustachy","Kermit Davis",1
"Ben Howland","Kerry Keating",1
"Rick Majerus","Kerry Rupp",0
"Tommy Dempsey","Kevin Baggett",1
NA,"Kevin Bannon",0
NA,"Kevin Billerman",0
NA,"Kevin Broadus",0
NA,"Kevin Bromley",0
NA,"Kevin Cantwell",0
NA,"Kevin Clark",0
"Dick Tarrant","Kevin Eastman",0
NA,"Kevin Johnson",0
NA,"Kevin Jones",0
NA,"Kevin Mackey",0
"Chris Mooney","Kevin McGeehan",1
"Tom Apke","Kevin McKenna",0
NA,"Kevin Mondro",0
"Mike McLeese","Kevin Nickelberry",1
"Jim Calhoun","Kevin Ollie",1
"Lute Olson","Kevin O'Neill",0
"John Clark","Kevin Porter",0
"Gene Keady","Kevin Stallings",1
NA,"Kevin Wall",0
"Rick Pitino","Kevin Willard",1
NA,"Kid Gore",0
"Dean Smith","King Rice",1
NA,"Kirk Earlywine",0
NA,"Kirk Saulny",0
"Lute Olson","Kirk Speraw",0
NA,"Kirkland Hall",0
"Bob Knight","Kohn Smith",0
NA,"Kurt Kanaskie",0
NA,"Kyle Anderson",0
"Fred Schaus","Kyle Macy",0
"Brad Holland","Kyle Smith",1
NA,"L.C. Boles",0
NA,"L.F. Klein",0
NA,"L.G. Schneller",0
NA,"L.L. Mendenhall",0
NA,"L.N. Keesling",0
NA,"L.T. Smith",0
NA,"L.W. Hill",0
NA,"Lacey Eastburn",0
"Jack Gardner","Ladell Andersen",0
NA,"Lafayette Stribling",0
"Joe B. Hall","Lake Kelly",0
NA,"Lamar Hoover",0
NA,"Lana Sims",0
"Dean Smith","Larry Brown",1
NA,"Larry Chapman",0
NA,"Larry Conover",0
NA,"Larry Costello",0
"Jim Hallahan","Larry Davis",0
"Bob Boyd","Larry Eustachy",1
NA,"Larry Farmer",0
"Dana Kirk","Larry Finch",0
NA,"Larry Gillman",0
NA,"Larry Gipson",0
NA,"Larry Glass",0
NA,"Larry Harrison",0
"Herb Sendek","Larry Hunter",1
"Mike Montgomery","Larry Krystkowiak",1
NA,"Larry Little",0
NA,"Larry Reid",0
NA,"Larry Reynolds",0
"Rick Barnes","Larry Shyatt",1
NA,"Larry Smith",0
NA,"Larry Steele",0
NA,"Larry Van Eman",0
NA,"Larry Weise",0
"Aaron James","Larry Wright",0
NA,"Laurence Wild",0
NA,"Lawrence Apitz",0
NA,"Lawrence Drew",0
NA,"Lawrence Lesett",0
NA,"Lawrence McCreary",0
NA,"Lee Coker",0
NA,"Lee Floyd",0
NA,"Lee Hunt",0
NA,"Lee Patton",0
"C.M. Newton","Lee Rose",0
"Harold Bradley","Lefty Driesell",0
"Tom Gola","Lefty Ervin",0
NA,"Lefty Reitz",0
"Marv Harshman","Len Stevens",0
"Jim Crews","Lennox Forrester",1
NA,"Lenny Fant",0
NA,"Leo A. Zack",0
NA,"Leo Calland",0
NA,"Leo McClure",0
NA,"Leo Novak",0
NA,"Leo Prendergast",0
NA,"Leo Richardson",0
NA,"Leon Black",0
NA,"Leon Excelby",0
"Don Monson","Leon Rice",1
"Dick Parfitt","Leonard Drake",0
"Lake Kelly","Leonard Hamilton",1
NA,"Leonard Hettinger",0
NA,"Leonard Hughes",0
NA,"Leonard Palmer",0
"Larry Eustachy","Leonard Perry",0
NA,"Leonard Sachs",0
NA,"Leonard Tanseer",0
NA,"Leonard Umnus",0
NA,"Leonard Wachter",0
NA,"Leroy Fisher",0
NA,"Leroy Jay",0
NA,"Les Fries",0
"George Hill","Les Robinson",0
NA,"Les Turner",0
NA,"Les Wothke",0
NA,"Leslie Mann",0
NA,"Lester Hooker",0
NA,"Lester Yellin",0
"Henry Dickerson","LeVelle Moton",1
NA,"Lew Andreas",0
NA,"Lew Hirt",0
"Rob Spivery","Lewis Jackson",1
NA,"Lewis Mills",0
"Joey Cantafio","Lewis Preston",1
NA,"Lilly Zink",0
NA,"Lindsay Austin",0
NA,"Lionel Purcell",0
NA,"Lloyd Brazil",0
NA,"Lloyd Jenkins",0
NA,"Lloyd Jordan",0
NA,"Lloyd Roberts",0
NA,"Locke Brown",0
NA,"Lon Jourdet",0
"Jack Hartman","Lon Kruger",1
NA,"Lonnie Nichols",0
NA,"Lonnie Noojin",0
NA,"Lonnie Richards",0
NA,"Lonnie Walker",0
NA,"Lonnie Williams",0
NA,"Loren Black",0
NA,"Loren Ellis",0
"Jim Harrick","Lorenzo Romar",1
NA,"Lorin Ball",0
NA,"Lou Campanelli",0
NA,"Lou Carnesecca",0
"Bill E. Foster","Lou Goetz",0
NA,"Lou Henson",0
NA,"Lou Rocheleau",0
"Joe Lapchick","Lou Rossini",0
"Branch McCracken","Lou Watson",0
NA,"Louis Alexander",0
NA,"Louis Conlan",0
NA,"Louis Conroy",0
NA,"Louis Cooke",0
NA,"Louis Gillesby",0
NA,"Louis Johnson",0
NA,"Louis Menze",0
NA,"Louis Moorhead",0
"Jim Boeheim","Louis Orr",1
NA,"Louis Pieri",0
NA,"Louis Tschudi",0
NA,"Louis Wenzell",0
NA,"Lt. Coburn",0
NA,"Lucien Emerson",0
NA,"Luke Urban",0
NA,"Lute Olson",0
NA,"Luther Burleson",0
"Lafayette Stribling","Luther Riley",1
NA,"Lyles Alley",0
NA,"Lyman Frimodig",0
"Bill Frieder","Lynn Archibald",0
"Tex Winter","Lynn Nance",0
NA,"Lynn Ramage",0
NA,"M. Hoskins",0
NA,"M.A. Moenck",0
NA,"M.J. Bennett",0
NA,"M.K. Turk",0
NA,"M.P. Burroughs",0
NA,"M.R. Schwartz",0
NA,"Mac Duckworth",0
NA,"Mac McEver",0
"Don DeVoe","Mack McCarthy",0
NA,"Mack Saxon",0
NA,"Magnus Mainland",0
NA,"Malcolm Laney",0
NA,"Malcolm Musser",0
NA,"Malcolm Pitt",0
NA,"Manning Smith",0
NA,"Marcel Guley",0
NA,"Marcus Jackson",0
NA,"Marjorie Walker",0
NA,"Mark Adams",0
NA,"Mark Amatucci",0
NA,"Mark Banks",0
NA,"Mark Bernsen",0
"Jerry Wainwright","Mark Byington",1
"Dan Fitzgerald","Mark Few",1
"Trent Johnson","Mark Fox",1
"Jim Harrick","Mark Gottfried",1
NA,"Mark Macon",0
"Jud Heathcote","Mark Montgomery",1
NA,"Mark Nixon",0
NA,"Mark Reiner",0
"Gary Williams","Mark Schmidt",1
NA,"Mark Simons",0
"Leonard Drake","Mark Slessinger",1
"Tom Pugliese","Mark Slonaker",0
"Larry Brown","Mark Turgeon",1
NA,"Marshall Diebold",0
NA,"Marshall Emery",0
NA,"Marshall Glenn",0
NA,"Marshall Hughes",0
NA,"Marshall Pennington",0
"Norm Sloan","Marty Fletcher",0
NA,"Marty Karow",0
NA,"Marty Marbach",0
"Bob Knight","Marty Simmons",1
NA,"Marty Westerman",0
"Tom Asbury","Marty Wilson",1
NA,"Marv Harshman",0
NA,"Marvin Adams",0
"Rick Pitino","Marvin Menzies",1
NA,"Marvin Speight",0
NA,"Marvin Vanover",0
NA,"Mathew Brown",0
"John Griffin","Matt Brady",1
"John Beilein","Matt Brown",0
"Dean Smith","Matt Doherty",0
NA,"Matt Furjanic",0
NA,"Matt Kilcullen",0
"Fran Dunphy","Matt Langel",1
"Bob McKillop","Matt Matheny",1
"Gene Keady","Matt Painter",1
"Otis Zahn","Matt Zunic",0
"Larry Shyatt","Matthew Driscoll",1
"Barry Collier","Matthew Graves",1
NA,"Matty Bell",0
NA,"Maud Crum",0
NA,"Maurice Joyce",0
NA,"Maurice Kent",0
NA,"Maury John",0
"Bill Bayno","Max Good",1
NA,"Max Worthington",0
NA,"Mel Coleman",0
NA,"Mel Collard",0
NA,"Mel Gibson",0
"Gale Catlett","Mel Hankinson",0
NA,"Mel Thompson",0
NA,"Melbourne Evans",0
NA,"Melvin Bell",0
NA,"Melvin Binford",0
"Piggy Lambert","Melvin Taube",0
"Bill C. Foster","Melvin Watkins",0
NA,"Meredith Smith",0
NA,"Merle Wagoner",0
NA,"Merrill Blanchard",0
NA,"Metz LaFollette",0
NA,"Michael Bernard",0
NA,"Michael Grant",0
NA,"Michael Holmes",0
NA,"Michael Holton",0
NA,"Michael Hopkins",0
"Ron Jirsa","Michael Hunt",0
NA,"Michael Michalske",0
NA,"Michael Miller",0
NA,"Michael Perry",0
NA,"Michael Saxe",0
"Rob Evans","Michael White",1
"Rick Pitino","Mick Cronin",1
"Bruce Haroldson","Mick Durham",0
NA,"Mickey Clayton",0
NA,"Mickey McBride",0
NA,"Mike Adras",0
NA,"Mike Ahearn",0
"Nolan Richardson","Mike Anderson",1
"Rex Hughes","Mike Boyd",0
"Armond Hill","Mike Brennan",1
"Mike Krzyzewski","Mike Brey",1
NA,"Mike Brown",0
NA,"Mike Brumbelow",0
NA,"Mike Burns",0
NA,"Mike Calhoun",0
NA,"Mike Cimino",0
NA,"Mike Cingiser",0
NA,"Mike Cohen",0
NA,"Mike Conners",0
"Bob Knight","Mike Davis",1
"Jud Heathcote","Mike Deane",0
"Mike Krzyzewski","Mike Dement",0
NA,"Mike Donahue",0
"Tom Izzo","Mike Garland",0
NA,"Mike Gillespie",0
NA,"Mike Gillian",0
NA,"Mike Griffin",0
"Bob Knight","Mike Hanks",0
NA,"Mike Heideman",0
"Jim Calhoun","Mike Jarvis",1
NA,"Mike Jaskulski",0
"A.B. Williamson","Mike Jones",1
NA,"Mike Kelly",0
"Bob Knight","Mike Krzyzewski",1
"Dick Kuchen","Mike LaPlante",0
"Gary Williams","Mike Lonergan",1
NA,"Mike MacDonald",0
"Glen Miller","Mike Martin",1
"Scotty Robertson","Mike McConathy",1
"John Thompson","Mike McLeese",0
NA,"Mike Miller",0
"Jud Heathcote","Mike Montgomery",1
NA,"Mike Newell",0
NA,"Mike Nyikos",0
NA,"Mike Papke",0
NA,"Mike Pollio",0
"Lee Rose","Mike Pratt",0
"Red Manning","Mike Rice",0
"Mike Rice","Mike Rice Jr.",0
"Bob Knight","Mike Schuler",0
NA,"Mike Steele",0
"Eddie Sutton","Mike Sutton",0
NA,"Mike Vining",0
NA,"Mike Vosburg",0
"Oliver Purnell","Mike Young",1
"A.B. Williamson","Milan Brown",1
NA,"Millard Anderson",0
NA,"Milton Barnes",0
NA,"Milton Jowers",0
NA,"Milton Romney",0
NA,"Mitch Buonaguro",0
"Pete Carril","Mitch Henderson",1
NA,"Mo Cassara",0
NA,"Mo Scarry",0
"Hank Iba","Moe Iba",0
NA,"Moe Radovich",0
NA,"Monk McDonald",0
NA,"Monk Younger",0
"Dave Duke","Monte Ross",1
NA,"Monte Towe",0
NA,"Moon Ducote",0
NA,"Moose Krause",0
NA,"Moose McCormick",0
NA,"Morris Buckwalter",0
NA,"Morton Morgan",0
NA,"Motts Blair",0
NA,"Mowbray Forney",0
"Hugh Durham","Murray Arnold",0
"Jim Platt","Murray Garvin",1
NA,"Murray Greason",0
NA,"Murray Satterfield",0
"Bob Knight","Murry Bartow",1
NA,"Mush Torson",0
NA,"N. Whitlock",0
NA,"N.L. McDiarmid",0
NA,"Nat Cartmell",0
NA,"Nat Holman",0
NA,"Nathan Dougherty",0
NA,"Nathaniel Frazier",0
NA,"Nathaniel McMillian",0
NA,"Nathaniel Taylor",0
NA,"Neal Cody",0
NA,"Neal Price",0
NA,"Ned Fowler",0
NA,"Ned Wulk",0
NA,"Neil Cohalan",0
"Mike Krzyzewski","Neil Dougherty",0
NA,"Neil Kennett",0
NA,"Neil McCarthy",0
NA,"Neil Roberts",0
NA,"Neill McGeachy",0
NA,"Nelson Catalina",0
NA,"Nelson Nordgren",0
NA,"Nelson Norgren",0
NA,"Newman Ertell",0
NA,"Newton Chelette",0
NA,"Nibs Price",0
"Eddie Biedenbach","Nicholas McDevitt",1
"Dave Gavitt","Nick Macarchuk",0
NA,"Nick Ragus",0
"Mike Montgomery","Nick Robinson",1
NA,"Nield Gordon",0
"Larry Davis","Niko Medved",1
NA,"Nip Lynch",0
NA,"No coach",0
NA,"Noble Clay",0
"Don Haskins","Nolan Richardson",0
NA,"Norbert Keefe",0
NA,"Norbert Rascher",0
NA,"Norm Cooper",0
NA,"Norm Ellenberger",0
NA,"Norm Picou",0
"Everett Case","Norm Sloan",0
"Sparky Stalcup","Norm Stewart",0
NA,"Norman Elliott",0
NA,"Norman Paine",0
"Bill Self","Norman Roberts",0
NA,"Norman Whiting",0
NA,"O.F. Field",0
NA,"Obie O'Brien",0
NA,"Oliver Hodge",0
"Paul Webb","Oliver Purnell",1
NA,"Orin Kates",0
NA,"Orlando Early",0
NA,"Orson Kinney",0
NA,"Orville Sink",0
NA,"Orvis Sigler",0
NA,"Oscar Kuolt",0
NA,"Oscar Nelson",0
NA,"Oscar Olson",0
NA,"Oscar Rackle",0
NA,"Ossie Solem",0
NA,"Otis Zahn",0
NA,"Ott Romney",0
NA,"Otto Rittler",0
NA,"Owen Frank",0
"L.L. Mendenhall","Ozzie Cowles",0
NA,"P. J. Davis",0
NA,"P. Shellenberger",0
NA,"P.A. Larned",0
NA,"P.E. Lavik",0
"Hal Wissel","P.J. Carlesimo",0
NA,"P.W. Loudon",0
NA,"Paddy Fitzgerald",0
NA,"Paddy Winters",0
"Dick Tarrant","Pat Dennis",0
"Dick Edwards","Pat Douglass",0
"Tommy Vardeman","Pat Duquette",1
NA,"Pat Flannery",0
"Guy Lewis","Pat Foster",0
"Bob Conibear","Pat Haley",0
NA,"Pat Harris",0
"Joby Wright","Pat Kelsey",1
"Jim Valvano","Pat Kennedy",0
"Bob Knight","Pat Knight",1
NA,"Pat Page",0
NA,"Pat Rafferty",0
"Rudy Keeling","Pat Skerry",1
"Jay Wright","Patrick Chambers",1
NA,"Patrick Miller",0
NA,"Patrick Nicholson",0
NA,"Paul Abbott",0
NA,"Paul Alyea",0
NA,"Paul Biancardi",0
NA,"Paul Bixler",0
NA,"Paul Brazeau",0
NA,"Paul Burnham",0
NA,"Paul Calvert",0
NA,"Paul Casciano",0
NA,"Paul Chandler",0
"Gerry Friel","Paul Cormier",1
NA,"Paul Covington",0
NA,"Paul Davis",0
NA,"Paul DeWolf",0
NA,"Paul Evans",0
"Dave Bliss","Paul Graham",0
NA,"Paul Gregory",0
"Doyle Parrack","Paul Hansen",0
NA,"Paul Harbrecht",0
"Steve Lappas","Paul Hewitt",1
NA,"Paul Lambert",0
NA,"Paul Landis",0
NA,"Paul Landreaux",0
NA,"Paul Lizzo",0
"Matt Painter","Paul Lusk",1
NA,"Paul Lynner",0
NA,"Paul Magoffin",0
NA,"Paul McBrayer",0
NA,"Paul Mooney",0
NA,"Paul Otto",0
NA,"Paul Schissler",0
NA,"Paul Sheeks",0
NA,"Paul Sternberg",0
NA,"Paul Valenti",0
NA,"Paul Webb",0
NA,"Paul Westhead",0
"Bob Boyd","Paul Westphal",0
"E.A. Diddle","Peck Hickman",0
NA,"Peggy Swope",0
NA,"Percival Ritchie",0
"Dick Harter","Perry Clark",0
NA,"Perry Watson",0
NA,"Pete Carril",0
NA,"Pete Cassidy",0
NA,"Pete Cawthon",0
NA,"Pete Gaudet",0
"Bruce O'Neil","Pete Gillen",0
NA,"Pete Herrmann",0
NA,"Pete Krebs",0
"Jack Bruen","Pete Lonergan",0
NA,"Pete Murphy",0
NA,"Pete Newell",0
NA,"Pete Shands",0
"Tim Grgurich","Pete Strickland",0
NA,"Pete Vaughan",0
NA,"Peter Barry",0
NA,"Peter Campbell",0
NA,"Peter Dwyer",0
NA,"Peter Peletta",0
NA,"Peter Roby",0
NA,"Peter Salzberg",0
NA,"Phelps Darby",0
NA,"Phil Carter",0
"Richard Williams","Phil Cunningham",1
NA,"Phil Hopkins",0
NA,"Phil Johnson",0
"Jim Boyle","Phil Martelli",1
NA,"Phil Rowe",0
NA,"Phil Vukicevich",0
NA,"Phil Woolpert",0
NA,"Philip Mathews",0
NA,"Philip Utley",0
NA,"Phillip Arbuckle",0
NA,"Phillip Gary",0
NA,"Phillip Wessels",0
"Doc Naismith","Phog Allen",0
NA,"Piggy Lambert",0
NA,"Pinky Spruhan",0
NA,"Placido Gomez",0
NA,"Polk Robison",0
NA,"Pooley Hubert",0
NA,"Pop Foster",0
NA,"Pop Gaines",0
NA,"Pop Hedden",0
NA,"Pop McKale",0
NA,"Pops Harrison",0
"Rick Majerus","Porter Moser",1
NA,"Poss Parsons",0
NA,"Presley Askew",0
NA,"Press Maravich",0
NA,"Preston Vice",0
NA,"Puny James",0
NA,"Puss Redd",0
"Mike Krzyzewski","Quin Snyder",0
NA,"R. H. Peters",0
NA,"R.A. Fuller",0
NA,"R.B. Hyatt",0
NA,"R.B. McGehee",0
NA,"R.B. Rutherford",0
NA,"R.C. Madison",0
NA,"R.E. Curtis",0
NA,"R.E. Edmonds",0
NA,"R.E. Vaughn",0
NA,"R.G. Clapp",0
NA,"R.H. Drake",0
NA,"R.H. Fitzgerald",0
NA,"R.L. Sullivan",0
NA,"R.L. Thomas",0
NA,"R.M. Brown",0
NA,"R.M. Conrad",0
NA,"R.N. Berryman",0
NA,"R.N. Blackwell",0
NA,"R.S. Hayes",0
NA,"Ralph Barkey",0
NA,"Ralph Francis",0
NA,"Ralph Glaze",0
NA,"Ralph Jones",0
NA,"Ralph Jordan",0
"Phog Allen","Ralph Miller",0
NA,"Ralph Palmer",0
NA,"Ralph Pedersen",0
NA,"Ralph Risch",0
NA,"Ralph Thacker",0
NA,"Ralph Underhill",0
NA,"Ralph Wicks",0
"Rick Pitino","Ralph Willard",0
NA,"Ralph Wolf",0
NA,"Ralph Woods",0
NA,"Ralph Young",0
NA,"Ralphus Freed",0
NA,"Rand Chappell",0
NA,"Randy Albrecht",0
NA,"Randy Ayers",0
"Hank Egan","Randy Bennett",1
NA,"Randy Brown",0
NA,"Randy Dunton",0
NA,"Randy Monroe",0
"Les Robinson","Randy Nesbit",0
"Billy Lee","Randy Peele",0
"Stew Morrill","Randy Rahe",1
NA,"Randy Smithson",0
NA,"Randy Wiel",0
NA,"Ray B. McCandless",0
NA,"Ray Carazo",0
NA,"Ray Dauber",0
NA,"Ray Dieringer",0
"Piggy Lambert","Ray Eddy",0
NA,"Ray Eklund",0
NA,"Ray Elder",0
NA,"Ray Ellerman",0
NA,"Ray Farnham",0
NA,"Ray Fisher",0
"Ted Owens","Ray Giacoletti",1
NA,"Ray Haesler",0
"Abe Lemons","Ray Harper",1
NA,"Ray Haskins",0
"Kelvin Sampson","Ray Lopes",0
NA,"Ray Martin",0
"Steve Yoder","Ray McCallum",1
NA,"Ray Mears",0
"George Keogan","Ray Meyer",0
NA,"Ray Morrison",0
NA,"Ray Pesco",0
NA,"Ray Scott",0
NA,"Ray Sermon",0
NA,"Ray Watts",0
NA,"Ray Whisman",0
NA,"Ray Wilson",0
NA,"Raymond Blake",0
NA,"Raymond Brown",0
NA,"Raymond Courtright",0
NA,"Raymond Detrick",0
NA,"Raymond McDonald",0
NA,"Raymond Quigley",0
NA,"Raymond Stanley",0
NA,"Red Armstrong",0
NA,"Red Blair",0
NA,"Red Brown",0
NA,"Red Laird",0
NA,"Red Lawson",0
NA,"Red Manning",0
NA,"Red McManus",0
NA,"Red Money",0
NA,"Red Randall",0
NA,"Red Rocha",0
NA,"Red Rolfe",0
NA,"Red Smith",0
NA,"Red White",0
NA,"Rees Johnson",0
NA,"Reggie Minton",0
"Rick Pitino","Reggie Theus",1
NA,"Reggie Witherspoon",0
NA,"Rene Herrerias",0
NA,"Renny Bryner",0
NA,"Rex Alexander",0
NA,"Rex Enright",0
NA,"Rex Hughes",0
"Bill E. Foster","Rex Walters",1
NA,"Ric Cobb",0
"Joe Harrington","Ricardo Patton",0
"Bill Rohr","Rich Falk",0
NA,"Rich Grawer",0
NA,"Rich Haddad",0
NA,"Rich Herrin",0
NA,"Rich Johnson",0
NA,"Rich Juarez",0
NA,"Rich Walker",0
NA,"Rich Zvosec",0
NA,"Richard Crozier",0
NA,"Richard Fox",0
NA,"Richard Gallagher",0
NA,"Richard Holub",0
NA,"Richard Johnson",0
NA,"Richard Lloyd",0
NA,"Richard McAndrews",0
NA,"Richard Phelan",0
"Tom Herrion","Richard Pitino",1
NA,"Richard Regan",0
NA,"Richard Schmidt",0
NA,"Richard Shrider",0
