"Name","Tm","Season","MP","EFG.O","EFG.D","FT.O","FT.D","TOV.O","TOV.D","REB.O","REB.D","MRG.O","MRG.D","EFG","FT","TOV","REB","NET"
"Anthony Bennett","MIN",2015,840,-0.005,-0.01,-0.002,0,0,0.001,-0.007,-0.002,-1.47,-1.61,-0.016,-0.002,0.001,-0.01,-3.07
"Anthony Carter","DEN",2007,37,0,0,0,0,0,0,0,0,-0.02,-0.05,0,0,0,-0.001,-0.07
"Anthony Carter","DEN",2008,1960,0.008,-0.004,-0.003,-0.006,0,0,-0.006,-0.015,1.11,-2.03,0.002,-0.009,0.001,-0.023,-1.29
"Anthony Carter","DEN",2009,1787,0.004,-0.005,-0.012,-0.005,-0.005,0.003,-0.011,-0.018,-0.93,-1.85,-0.002,-0.017,-0.002,-0.031,-2.91
"Anthony Carter","DEN",2010,859,-0.002,0.001,-0.005,-0.006,-0.003,0,-0.002,-0.007,-1.1,-0.58,-0.001,-0.011,-0.002,-0.01,-1.66
"Anthony Carter","DEN, NYK",2011,463,-0.001,0.001,-0.003,0,-0.003,0.002,-0.006,-0.003,-0.82,0.17,0,-0.002,0,-0.009,-0.59
"Anthony Carter","MIA",2001,1630,-0.017,0.01,0.003,-0.006,-0.005,0.001,-0.019,-0.013,-4.56,0.26,-0.005,-0.004,-0.004,-0.034,-3.92
"Anthony Carter","MIA",2002,1050,-0.007,0.004,0.001,-0.001,-0.002,0.003,-0.013,-0.006,-2.14,0.47,-0.002,0,0.002,-0.02,-1.5
"Anthony Carter","MIA",2003,912,-0.002,-0.003,-0.004,0,-0.002,0.004,-0.017,-0.007,-1.69,-0.4,-0.005,-0.004,0.002,-0.025,-2
"Anthony Carter","MIN",2005,742,-0.012,0.002,-0.002,-0.007,0,0.003,-0.005,-0.001,-2.32,0.52,-0.008,-0.008,0.003,-0.006,-1.58
"Anthony Carter","MIN",2006,589,-0.01,0.004,0,-0.005,0,0.001,-0.003,0,-1.91,0.7,-0.005,-0.005,0.001,-0.003,-1.01
"Anthony Carter","SAS",2004,87,0,-0.001,0,0,0,0,-0.001,0,-0.06,-0.01,-0.001,0,0,-0.001,-0.06
"Anthony Carter","TOR",2012,209,0,0.002,0.001,-0.001,-0.001,0.001,-0.004,-0.002,-0.27,0.15,0.002,0,0,-0.005,-0.1
"Anthony Davis","NOH",2013,1846,-0.003,-0.009,-0.003,0.005,-0.003,0,0.013,0.009,-0.25,-0.78,-0.014,0.002,-0.003,0.023,-1.18
"Anthony Davis","NOP",2014,2358,-0.001,-0.002,0.004,0.006,-0.002,-0.002,0.008,0.016,0.11,0.69,-0.003,0.008,-0.004,0.027,0.67
"Anthony Davis","NOP",2015,2101,0.011,-0.001,0.003,0.006,0.005,0,0.003,0.017,2.1,1.14,0.009,0.009,0.005,0.022,2.92
"Anthony Goldwire","DEN",2001,201,-0.003,0.001,0.002,0,0.001,-0.001,-0.004,-0.004,-0.31,-0.26,-0.002,0.002,0,-0.009,-0.57
"Anthony Goldwire","DET, MIL",2005,537,-0.003,-0.003,0,0.001,0.003,-0.002,-0.004,-0.004,-0.64,-0.84,-0.006,0.001,0,-0.008,-1.5
"Anthony Goldwire","LAC",2006,22,0,0,0,0,0,0,0,0,0.01,-0.05,0,0,0,-0.001,-0.05
"Anthony Goldwire","MIN, NJN",2004,85,0,-0.001,0,0,0,0,-0.001,0,-0.13,-0.13,-0.001,0,0,-0.002,-0.25
"Anthony Goldwire","SAS, WAS",2003,85,-0.002,0.002,0.001,0,0,0,-0.001,0.001,-0.3,0.36,0,0,0,0,0.1
"Anthony Grundy","ATL",2006,108,0.001,0.003,0.001,0.001,0.001,0.001,-0.003,-0.001,0.32,0.52,0.004,0.002,0.003,-0.003,0.83
"Anthony Johnson","ATL, CLE",2001,511,-0.009,0,-0.001,-0.002,-0.001,0.005,-0.003,-0.005,-1.57,0.23,-0.008,-0.003,0.004,-0.009,-1.2
"Anthony Johnson","ATL, DAL",2007,1301,-0.007,0.006,0.001,-0.011,0.004,-0.002,-0.024,-0.006,-1.81,0.09,0,-0.01,0.002,-0.031,-1.61
"Anthony Johnson","ATL, SAC",2008,1531,-0.015,0.005,-0.001,-0.01,0.005,0.002,-0.023,0.003,-3.03,0.67,-0.008,-0.011,0.007,-0.02,-2.12
"Anthony Johnson","IND",2004,1598,-0.005,0.001,-0.003,-0.008,0.009,-0.003,-0.02,-0.017,-1.77,-1.46,-0.004,-0.011,0.005,-0.04,-3.23
"Anthony Johnson","IND",2005,1747,-0.009,0.008,0.005,-0.006,0.014,-0.012,-0.022,-0.014,-1.37,-0.72,0,-0.002,0.001,-0.038,-2.1
"Anthony Johnson","IND",2006,1981,-0.01,0.007,0,-0.009,0.011,-0.007,-0.036,-0.012,-2.22,-0.39,-0.002,-0.009,0.003,-0.05,-2.54
"Anthony Johnson","NJN",2002,366,-0.004,0.001,-0.002,-0.002,0,0.003,-0.003,-0.002,-0.88,0.28,-0.002,-0.004,0.003,-0.005,-0.51
"Anthony Johnson","NJN",2003,842,-0.002,0.003,-0.002,-0.008,0.004,0.001,-0.004,-0.007,-0.72,-0.07,0.001,-0.01,0.006,-0.012,-0.77
"Anthony Johnson","ORL",2009,1481,-0.009,-0.003,-0.003,-0.007,-0.002,0.002,-0.019,0.013,-2.89,0.07,-0.012,-0.01,0.001,-0.005,-2.62
"Anthony Johnson","ORL",2010,406,-0.002,-0.001,0.001,0.001,0.001,0,0,0.002,-0.24,-0.04,-0.003,0.001,0.001,0.002,-0.28
"Anthony Mason","MIA",2001,3254,0.002,-0.006,-0.007,0.005,-0.001,-0.005,-0.015,0.022,-0.89,-0.91,-0.006,-0.002,-0.007,0.01,-1.9
"Anthony Mason","MIL",2002,3143,-0.002,-0.001,-0.008,0.004,-0.003,-0.01,-0.021,0.018,-2.29,-0.78,-0.004,-0.004,-0.014,-0.001,-3.01
"Anthony Mason","MIL",2003,2119,-0.001,-0.001,-0.008,0.004,-0.003,-0.019,-0.014,0.004,-1.67,-2.84,-0.003,-0.004,-0.023,-0.009,-4.62
"Anthony Miller","ATL",2005,9,0,0,0.001,0,-0.001,0,0,-0.001,-0.03,0.01,0,0,0,0,-0.01
"Anthony Miller","ATL, HOU, PHI",2001,11,0,0,0,0,0,0,-0.001,-0.001,-0.02,-0.05,-0.001,0,0.001,-0.002,-0.07
"Anthony Morrow","ATL, DAL",2013,383,-0.001,0.001,-0.001,-0.002,0.001,0,-0.002,-0.001,0.06,0.14,0.001,-0.003,0.001,-0.004,0.16
"Anthony Morrow","GSW",2009,1515,0.008,0.001,-0.007,-0.007,0.003,-0.002,-0.006,-0.001,1.21,-0.26,0.007,-0.013,0,-0.007,0.69
"Anthony Morrow","GSW",2010,2018,0.007,0.002,-0.01,0,0.005,-0.003,-0.013,-0.004,1.26,0.14,0.007,-0.009,0.002,-0.017,1.12
"Anthony Morrow","NJN",2011,1856,0,0,-0.011,-0.002,0.005,-0.001,-0.011,-0.009,0.31,-0.06,-0.001,-0.012,0.004,-0.021,0.08
"Anthony Morrow","NJN",2012,1636,-0.001,-0.008,-0.011,0.001,0.005,0.002,-0.018,-0.005,-0.25,-0.93,-0.01,-0.009,0.008,-0.025,-1.32
"Anthony Morrow","NOP",2014,1426,-0.009,0.007,-0.008,-0.011,0.002,0.001,-0.007,0,-1.48,0.59,0,-0.019,0.002,-0.007,-0.81
"Anthony Morrow","OKC",2015,1520,-0.001,0.008,-0.003,-0.01,0.002,-0.003,-0.003,0.007,0.07,0.99,0.007,-0.013,-0.001,0.005,0.98
"Anthony Parker","CLE",2010,2289,0.004,0.002,0.002,-0.001,0.007,0.005,-0.023,-0.002,0.61,1.43,0.005,0.001,0.012,-0.025,1.9
"Anthony Parker","CLE",2011,2091,0.005,-0.002,-0.01,-0.003,0.001,0.001,-0.041,0.004,-1.48,0.43,0.002,-0.012,0.002,-0.036,-1.02
"Anthony Parker","CLE",2012,1280,0.007,-0.006,-0.006,0.001,0.002,0.002,-0.016,0.008,0.09,-0.32,-0.001,-0.005,0.003,-0.007,-0.34
"Anthony Parker","TOR",2007,2437,0,-0.004,0.019,-0.006,0.008,0.007,-0.014,-0.004,2.51,-0.5,-0.004,0.01,0.015,-0.019,1.57
"Anthony Parker","TOR",2008,2634,0.004,0.001,0.012,-0.003,0.007,0.006,-0.007,-0.005,2.2,0.43,0.004,0.008,0.014,-0.012,2.26
"Anthony Parker","TOR",2009,2637,0.005,-0.002,0.007,0,0.003,0.001,-0.026,0,0.43,0.13,0.002,0.005,0.004,-0.027,0.37
"Anthony Peeler","MIN",2001,2126,-0.005,0.006,-0.005,-0.01,0.007,0.001,-0.03,-0.018,-1.35,0.11,0.002,-0.015,0.008,-0.05,-1.24
"Anthony Peeler","MIN",2002,2060,-0.004,0.004,-0.007,-0.009,0.008,-0.003,-0.035,-0.016,-1.58,-0.57,0,-0.016,0.004,-0.054,-2.15
"Anthony Peeler","MIN",2003,2245,-0.014,0.01,-0.008,-0.009,0.007,0,-0.022,-0.012,-2.56,0.5,-0.002,-0.017,0.007,-0.036,-1.91
"Anthony Peeler","SAC",2004,1391,-0.007,0.007,-0.004,-0.003,0.004,-0.002,-0.015,-0.006,-1.58,0.23,0.001,-0.007,0.002,-0.021,-1.27
"Anthony Peeler","WAS",2005,529,-0.005,0.005,0,-0.001,0.002,0.001,0.002,-0.003,-0.65,0.45,0,-0.001,0.002,-0.002,-0.14
"Anthony Randolph","DEN",2013,329,-0.002,-0.001,0.001,0.001,-0.002,-0.001,0.002,0.001,-0.46,-0.26,-0.002,0.001,-0.004,0.003,-0.71
"Anthony Randolph","DEN",2014,527,-0.005,-0.003,0.003,0,-0.003,-0.001,-0.002,0.002,-1.04,-0.67,-0.009,0.003,-0.003,0,-1.67
"Anthony Randolph","GSW",2009,1129,0.001,0.003,-0.001,-0.001,-0.006,0,0.006,-0.011,-0.23,-0.2,0.005,-0.002,-0.006,-0.007,-0.5
"Anthony Randolph","GSW",2010,749,0.001,0.001,-0.002,0,-0.004,-0.001,0.004,-0.002,-0.55,-0.15,0.001,-0.001,-0.004,0.001,-0.7
"Anthony Randolph","MIN",2012,517,-0.001,0.001,-0.003,0.002,-0.004,-0.002,0.003,0.006,-0.96,0.2,0,0,-0.006,0.009,-0.69
"Anthony Randolph","MIN, NYK",2011,590,0,0.001,0.001,0.001,-0.003,-0.002,0.002,0.005,-0.58,0.12,0.001,0.002,-0.005,0.008,-0.44
"Anthony Roberson","CHI, NYK",2009,276,-0.002,0.001,-0.004,-0.001,-0.001,0.002,-0.005,-0.003,-0.93,-0.12,-0.001,-0.005,0.001,-0.008,-0.97
"Anthony Roberson","GSW",2007,227,0.002,0.001,-0.001,-0.001,0.001,-0.002,-0.005,-0.004,-0.04,-0.16,0.003,-0.002,-0.001,-0.009,-0.22
"Anthony Roberson","MEM",2006,88,0.001,0,-0.001,0,0,-0.001,-0.002,-0.001,-0.02,-0.05,0.001,-0.001,-0.001,-0.003,-0.08
"Anthony Tolliver","ATL",2013,963,-0.004,0.004,0,0.001,0.001,0,-0.006,0.005,-0.5,0.65,0.001,0.001,0.001,0,0.17
"Anthony Tolliver","CHA",2014,1298,0,0.005,-0.002,0.004,0.001,0.002,-0.013,0.01,-0.14,1.53,0.005,0.002,0.004,-0.002,1.38
"Anthony Tolliver","DET, PHO",2015,1150,0.005,0.003,0,-0.002,0.003,0.001,-0.007,0.007,1.34,0.94,0.007,-0.002,0.004,0,2.1
"Anthony Tolliver","GSW, POR",2010,1427,-0.005,0.003,-0.008,-0.002,0,0.003,0.014,0.003,-0.57,0.66,-0.002,-0.009,0.003,0.018,0.07
"Anthony Tolliver","MIN",2011,1362,-0.004,0.002,0.002,-0.003,-0.001,0.004,0.007,0.003,0.06,0.85,-0.002,-0.001,0.003,0.011,0.84
"Anthony Tolliver","MIN",2012,882,-0.007,0.003,0.003,0.001,0,0.002,0.003,0.003,-0.6,0.88,-0.003,0.003,0.003,0.006,0.32
"Anthony Tolliver","SAS",2009,208,-0.001,0.001,-0.001,0,0,0,0.001,0.001,-0.13,0.07,0,-0.001,0,0.002,-0.05
"Antoine Rigaudeau","DAL",2003,91,-0.004,-0.003,-0.003,-0.002,-0.003,0,-0.001,-0.001,-1.16,-0.47,-0.007,-0.005,-0.003,-0.002,-1.54
"Antoine Walker","ATL, BOS",2005,2955,-0.006,-0.004,-0.015,-0.005,-0.005,0.001,0.012,0.001,-1.78,-0.74,-0.011,-0.019,-0.005,0.014,-2.51
"Antoine Walker","BOS",2001,3396,-0.002,-0.014,0.005,-0.004,0.002,-0.003,-0.014,-0.005,0.05,-2.62,-0.018,0,-0.001,-0.02,-2.86
"Antoine Walker","BOS",2002,3406,0.005,-0.009,-0.001,-0.002,0.001,0,-0.007,-0.011,0.8,-1.87,-0.007,-0.003,0.001,-0.02,-1.4
"Antoine Walker","BOS",2003,3235,-0.002,-0.006,-0.013,0,-0.003,-0.003,-0.001,0.002,-0.7,-1.02,-0.009,-0.011,-0.007,0.001,-1.84
"Antoine Walker","DAL",2004,2840,0,-0.004,-0.015,-0.006,-0.005,-0.003,0.008,-0.001,-1.13,-1.27,-0.005,-0.021,-0.008,0.007,-2.49
"Antoine Walker","MIA",2006,2199,-0.003,0.006,-0.016,-0.005,-0.002,0.001,0.005,0.001,-1.77,0.98,0.004,-0.02,-0.001,0.005,-0.7
"Antoine Walker","MIA",2007,1818,0.001,0.006,-0.014,-0.003,-0.001,0.001,-0.001,-0.002,-0.7,0.86,0.007,-0.015,0,-0.003,0.14
"Antoine Walker","MIN",2008,892,0.001,0.002,-0.011,0,-0.002,0.001,-0.004,0,-0.85,0.25,0.004,-0.01,-0.001,-0.004,-0.56
"Antoine Wright","DAL",2009,1552,0.005,0.003,-0.01,-0.007,0,-0.002,-0.007,-0.002,-0.05,0.08,0.008,-0.016,-0.002,-0.01,-0.08
"Antoine Wright","DAL, NJN",2008,1232,-0.005,0.003,-0.007,-0.005,-0.002,-0.001,-0.006,-0.007,-2.01,-0.29,-0.001,-0.011,-0.003,-0.014,-2.2
"Antoine Wright","NJN",2006,370,-0.005,0.001,-0.002,-0.001,-0.003,-0.001,-0.003,0.001,-1.73,0.06,-0.003,-0.003,-0.004,-0.002,-1.51
"Antoine Wright","NJN",2007,1137,-0.011,0.006,-0.006,-0.004,-0.006,-0.003,-0.01,-0.002,-3.69,0.37,-0.003,-0.009,-0.009,-0.012,-2.99
"Antoine Wright","SAC",2011,31,0,0,0,0,0,0,0,0,0.01,0.06,0,0,0,0,0.07
"Antoine Wright","TOR",2010,1392,0.005,-0.001,-0.013,-0.008,0.004,0,0.003,-0.004,0.58,-0.35,0.003,-0.019,0.003,-0.001,0.05
"Antonio Anderson","OKC",2010,15,0,0,0,-0.001,0,0,0.001,-0.001,-0.06,-0.02,0,0,0,0,-0.08
"Antonio Burks","MEM",2005,219,-0.003,0,-0.001,-0.001,0,0.001,-0.005,-0.005,-0.61,-0.1,-0.003,-0.001,0.002,-0.01,-0.66
"Antonio Burks","MEM",2006,570,-0.009,0.001,-0.001,-0.003,0.001,0.002,-0.012,-0.013,-1.67,-0.32,-0.008,-0.005,0.004,-0.026,-1.87
"Antonio Daniels","NOH, WAS",2009,1021,-0.009,-0.008,-0.001,0.001,0.003,0.005,-0.007,-0.012,-1.43,-1.27,-0.017,-0.001,0.008,-0.021,-2.69
"Antonio Daniels","PHI",2011,35,0.001,0,-0.001,0,0,0,-0.001,-0.001,0.08,-0.06,0.001,-0.001,0,-0.002,0.01
"Antonio Daniels","POR",2003,872,-0.004,-0.003,0.007,-0.005,0.006,-0.002,-0.007,-0.009,0.34,-1.32,-0.007,0.001,0.004,-0.017,-1.14
"Antonio Daniels","SAS",2001,2060,-0.005,-0.006,0.008,-0.006,0.018,0,-0.014,-0.007,0.9,-2.2,-0.011,0.001,0.018,-0.023,-1.66
"Antonio Daniels","SAS",2002,2175,-0.007,-0.006,0.008,-0.004,0.015,0,-0.017,-0.013,-0.16,-2.31,-0.013,0.003,0.015,-0.032,-2.71
"Antonio Daniels","SEA",2004,1512,-0.007,-0.002,0.013,-0.009,0.008,-0.004,-0.018,-0.016,-0.08,-2.07,-0.009,0.003,0.004,-0.037,-2.36
"Antonio Daniels","SEA",2005,2026,-0.009,0.006,0.02,-0.007,0.011,-0.003,-0.034,-0.012,-0.49,-0.05,-0.001,0.011,0.008,-0.048,-0.64
"Antonio Daniels","WAS",2006,2283,-0.011,0.008,0.024,-0.009,0.012,-0.003,-0.032,-0.008,-0.48,0.27,-0.001,0.013,0.009,-0.042,-0.3
"Antonio Daniels","WAS",2007,1761,-0.009,0.001,0.018,-0.002,0.01,0.001,-0.017,-0.013,-0.13,-0.59,-0.008,0.014,0.01,-0.033,-0.87
"Antonio Daniels","WAS",2008,2161,-0.021,-0.008,0.008,-0.002,0.01,0.004,-0.014,-0.011,-2.25,-1.73,-0.028,0.005,0.014,-0.027,-3.98
"Antonio Davis","CHI",2005,1843,-0.006,0.005,-0.014,0.01,-0.008,-0.002,0.018,0.012,-1.38,1.52,-0.001,-0.003,-0.01,0.032,0.23
"Antonio Davis","CHI, TOR",2004,2570,-0.008,0.005,-0.002,0.01,-0.008,-0.005,0.012,0.008,-1.48,0.99,-0.002,0.008,-0.013,0.021,-0.44
"Antonio Davis","NYK, TOR",2006,940,-0.001,0,-0.011,0.005,-0.004,0,0.015,0.005,-0.52,0.28,-0.001,-0.006,-0.005,0.02,-0.24
"Antonio Davis","TOR",2001,2729,-0.006,-0.001,0.012,0.014,-0.006,-0.004,0.031,-0.003,0.35,0.49,-0.007,0.023,-0.011,0.028,0.69
"Antonio Davis","TOR",2002,2978,-0.01,0.001,0.014,0.013,-0.007,-0.003,0.021,-0.002,-0.76,0.55,-0.008,0.025,-0.01,0.019,-0.25
"Antonio Davis","TOR",2003,1894,-0.016,0.002,0.012,0.007,-0.009,-0.004,0.025,0.001,-1.21,0.16,-0.013,0.017,-0.013,0.026,-1.06
"Antonio Harvey","ATL",2003,32,0,0,-0.001,0,0,0,0.001,-0.001,-0.06,-0.06,0,-0.001,0,0,-0.12
"Antonio Harvey","POR",2001,72,-0.001,0,-0.001,0,0,-0.001,-0.001,-0.001,-0.32,-0.09,-0.001,-0.001,-0.001,-0.002,-0.38
"Antonio Harvey","SEA",2002,47,-0.001,0,-0.001,-0.001,0,0,0,-0.001,-0.21,-0.06,0,-0.001,-0.001,0,-0.26
"Antonio McDyess","DEN",2001,2555,0.013,0.003,0.011,0.01,-0.004,-0.01,-0.014,0.023,1.46,1,0.015,0.019,-0.014,0.013,2.2
"Antonio McDyess","DEN",2002,236,0.002,0,0.001,0.002,0,-0.001,-0.001,0.003,0.18,0.12,0.002,0.002,-0.002,0.003,0.27
"Antonio McDyess","DET",2005,1797,-0.01,0.01,-0.022,0.004,-0.005,-0.002,0.017,0.006,-2.09,1.19,0.002,-0.016,-0.008,0.025,-0.75
"Antonio McDyess","DET",2006,1733,-0.006,0.007,-0.03,0.014,-0.007,-0.003,0.03,0.007,-1.41,0.85,0.002,-0.014,-0.011,0.038,-0.5
"Antonio McDyess","DET",2007,1729,-0.004,0.003,-0.021,0.015,-0.001,-0.001,0.027,0.018,-0.08,1.3,0,-0.004,-0.003,0.047,1.16
"Antonio McDyess","DET",2008,2285,0.003,0.002,-0.018,0.011,-0.004,-0.004,0.038,0.023,1.16,1.4,0.004,-0.005,-0.007,0.064,2.36
"Antonio McDyess","DET",2009,1866,-0.002,-0.001,-0.021,0.013,-0.001,-0.004,0.04,0.015,0.94,0.57,-0.004,-0.006,-0.006,0.057,1.3
"Antonio McDyess","NYK, PHO",2004,927,-0.007,0.005,-0.01,-0.001,-0.004,-0.002,0.012,0.004,-1.35,0.67,-0.001,-0.009,-0.006,0.017,-0.57
"Antonio McDyess","SAS",2010,1617,-0.003,0.003,-0.014,0.003,-0.007,-0.006,0.034,0.013,0.34,0.7,0,-0.011,-0.013,0.05,0.91
"Antonio McDyess","SAS",2011,1387,-0.006,0.001,-0.014,0.006,-0.011,-0.003,0.023,0.009,-1.14,0.67,-0.004,-0.006,-0.014,0.033,-0.42
"Antonis Fotsis","MEM",2002,320,-0.001,0.002,0.001,0,-0.003,0,0.003,-0.006,-0.27,0.03,0.001,0.001,-0.003,-0.003,-0.23
"Archie Goodwin","PHO",2014,533,-0.002,-0.001,-0.005,0.003,0,-0.001,-0.002,-0.007,-1,-0.29,-0.002,-0.001,-0.001,-0.01,-1.24
"Archie Goodwin","PHO",2015,359,-0.004,0,-0.001,0.002,0,0,0.001,-0.006,-0.97,-0.09,-0.003,0.001,-0.001,-0.005,-0.99
"Arinze Onuaku","CLE, NOP",2014,30,0.001,0,0,0,-0.001,-0.002,0.001,0,0.04,-0.15,0,0,-0.003,0.002,-0.12
"Armon Johnson","NJN, POR",2012,124,0,0.002,0,-0.001,0,0,0,0,-0.1,0.43,0.002,0,0,0,0.35
"Armon Johnson","POR",2011,277,0,0.004,0,-0.002,-0.001,0.001,-0.001,0,-0.23,0.89,0.004,-0.002,0,-0.001,0.7
"Arnett Moultrie","PHI",2013,542,0,-0.004,-0.002,0.001,0.003,0,0.004,-0.002,0.07,-0.69,-0.005,-0.001,0.002,0.002,-0.71
"Arnett Moultrie","PHI",2014,187,0,-0.002,0,0,0.001,0,0,0,-0.11,-0.3,-0.002,0,0,0,-0.43
"Aron Baynes","SAS",2013,141,-0.001,0,0,-0.001,0.001,0,0.001,0.004,0.1,0.2,-0.001,-0.001,0.001,0.006,0.3
"Aron Baynes","SAS",2014,491,-0.004,-0.001,0,-0.001,0.001,-0.001,0.004,0.014,-0.34,0.23,-0.005,-0.001,-0.001,0.02,-0.1
"Aron Baynes","SAS",2015,932,-0.007,-0.001,0.003,-0.006,0.002,-0.002,0.007,0.025,-0.66,0,-0.008,-0.004,-0.001,0.035,-0.67
"Arron Afflalo","DEN",2010,2221,-0.005,0.003,-0.001,-0.007,0.007,-0.005,-0.025,-0.004,-1.24,-0.44,-0.001,-0.008,0.002,-0.03,-1.72
"Arron Afflalo","DEN",2011,2324,0.004,0.001,-0.003,-0.001,0.004,0.001,-0.025,-0.002,-0.36,0.38,0.004,-0.004,0.004,-0.028,-0.07
"Arron Afflalo","DEN",2012,2086,-0.001,-0.008,0.01,-0.013,0.002,-0.001,-0.022,0.002,-0.88,-1.85,-0.01,-0.004,0,-0.019,-2.88
"Arron Afflalo","DEN, POR",2015,2256,0.003,0.004,0.009,-0.006,-0.004,-0.01,-0.004,-0.003,0.03,-0.46,0.006,0.002,-0.015,-0.008,-0.6
"Arron Afflalo","DET",2008,970,-0.01,0.001,0.006,-0.01,0.002,-0.003,-0.012,0.003,-1.53,-0.38,-0.008,-0.004,-0.002,-0.008,-1.84
"Arron Afflalo","DET",2009,1234,-0.004,0.001,0.001,-0.006,0.003,-0.004,-0.015,-0.003,-1.17,-0.53,-0.002,-0.005,-0.001,-0.019,-1.69
"Arron Afflalo","ORL",2013,2307,-0.001,-0.011,0.011,-0.009,-0.004,-0.003,-0.017,-0.01,-1.31,-3.06,-0.014,0.001,-0.007,-0.029,-4.53
"Arron Afflalo","ORL",2014,2552,0,-0.004,0.01,-0.013,0,-0.008,-0.009,-0.001,-0.12,-1.85,-0.005,-0.004,-0.009,-0.011,-2.2
"Art Long","PHI, TOR",2003,211,-0.001,0.001,-0.002,0,-0.002,0,0.004,0,-0.26,0.06,0,-0.002,-0.001,0.004,-0.18
"Art Long","SAC",2001,20,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,-0.01
"Art Long","SEA",2002,989,-0.006,0.004,-0.01,0.001,-0.006,0.002,0.012,0.002,-1.59,0.48,-0.001,-0.008,-0.004,0.014,-0.99
"Arvydas Macijauskas","NOK",2006,135,0.001,-0.001,0.002,-0.002,0.003,0,-0.001,0.001,0.53,-0.04,-0.001,0,0.003,0,0.42
"Arvydas Sabonis","POR",2001,1299,-0.009,0.011,-0.004,0.018,0,0.003,-0.016,0.018,-2.32,4.02,0.004,0.014,0.003,0.005,2.05
"Arvydas Sabonis","POR",2003,1209,0.012,0.011,-0.011,0.011,-0.002,0.005,-0.011,0.022,0.29,4.11,0.022,0.001,0.004,0.013,4.49
"Austin Croshere","DAL",2007,727,0.002,0,-0.005,0.001,0,-0.002,-0.003,0.001,0.09,-0.17,0.001,-0.004,-0.002,-0.002,-0.14
"Austin Croshere","GSW",2008,457,-0.003,0.001,-0.005,-0.001,-0.001,0,-0.003,0.002,-0.91,0.28,-0.002,-0.005,-0.002,-0.001,-0.56
"Austin Croshere","IND",2001,1874,-0.011,0.002,-0.005,0.006,-0.003,-0.006,0.022,0.026,-1.22,0.59,-0.008,0.001,-0.01,0.052,-0.61
"Austin Croshere","IND",2002,1286,-0.004,0.002,-0.004,0.003,-0.002,-0.003,0.01,0.015,-0.36,0.53,-0.002,-0.001,-0.005,0.027,0.14
"Austin Croshere","IND",2003,633,-0.002,0.001,-0.003,0.002,-0.001,-0.002,0.001,0.004,-0.46,0.12,-0.002,-0.001,-0.003,0.006,-0.33
"Austin Croshere","IND",2004,1051,-0.004,-0.002,0.002,-0.001,-0.003,-0.002,0,0.005,-0.33,-0.27,-0.006,0,-0.004,0.006,-0.66
"Austin Croshere","IND",2005,1827,-0.003,-0.008,-0.004,-0.001,-0.004,-0.002,-0.001,0.008,-0.21,-1.62,-0.012,-0.004,-0.007,0.008,-2.02
"Austin Croshere","IND",2006,1148,-0.002,-0.002,-0.001,-0.001,-0.001,-0.003,0.001,0.004,-0.32,-0.74,-0.005,-0.002,-0.004,0.005,-1.14
"Austin Croshere","MIL, SAS",2009,100,0,0,-0.001,0,0,0,-0.001,0,-0.13,-0.03,-0.001,-0.001,0,-0.001,-0.15
"Austin Daye","ATL, SAS",2015,278,-0.005,-0.001,0.001,-0.002,0.001,-0.002,-0.004,-0.001,-0.84,-0.36,-0.005,-0.002,-0.001,-0.005,-1.14
"Austin Daye","DET",2010,915,-0.004,-0.002,-0.003,-0.006,-0.001,0,0.001,-0.001,-0.97,-1,-0.006,-0.009,-0.001,0,-1.98
"Austin Daye","DET",2011,1446,-0.008,-0.001,-0.008,-0.01,-0.001,-0.002,-0.003,-0.003,-2.03,-1.19,-0.009,-0.018,-0.002,-0.007,-3.17
"Austin Daye","DET",2012,603,0,0,-0.004,-0.004,0.001,0,-0.003,0.002,-0.25,-0.23,0,-0.008,0.001,0,-0.51
"Austin Daye","DET, MEM",2013,676,-0.001,0.001,-0.006,-0.005,0.001,0.001,-0.008,0.002,-0.77,-0.06,0,-0.01,0.003,-0.006,-0.79
"Austin Daye","SAS, TOR",2014,148,0,0,0,-0.001,0.001,0,-0.001,0,-0.16,-0.05,0,-0.001,0.001,-0.001,-0.2
"Austin Rivers","LAC, NOP",2015,1413,-0.014,0.005,0.003,-0.007,0.01,0.001,-0.006,-0.007,-1.52,0.28,-0.007,-0.005,0.011,-0.014,-1.17
"Austin Rivers","NOH",2013,1418,-0.008,0.002,0.003,-0.005,0.006,-0.002,-0.003,-0.018,-0.76,-1.28,-0.005,-0.003,0.004,-0.023,-2.13
"Austin Rivers","NOP",2014,1339,-0.005,0.004,0.003,-0.008,0.006,0.002,-0.003,-0.013,-0.39,-0.37,-0.001,-0.006,0.008,-0.018,-0.83
"Avery Bradley","BOS",2011,162,0.001,0.001,0,0,0,0,-0.002,-0.001,0.16,0.13,0.002,0,0,-0.004,0.27
"Avery Bradley","BOS",2012,1368,0.003,0.006,-0.004,-0.002,0.002,0,-0.024,-0.016,-0.17,0,0.009,-0.006,0.002,-0.043,-0.26
"Avery Bradley","BOS",2013,1435,0.004,0.007,0.002,0.002,0.006,0.004,-0.021,-0.012,0.89,1.27,0.01,0.004,0.011,-0.035,2.02
