"Name","Tm","Season","MP","EFG.O","EFG.D","FT.O","FT.D","TOV.O","TOV.D","REB.O","REB.D","MRG.O","MRG.D","EFG","FT","TOV","REB","NET"
"Allen Iverson","PHI",2006,3103,0.008,0.002,0.022,-0.008,0.015,0.008,-0.019,-0.019,3.53,0.6,0.01,0.012,0.024,-0.041,3.63
"Alonzo Gee","CLE",2012,1827,-0.017,-0.005,0.016,-0.003,0.005,0.002,0.015,-0.014,-1.15,-1.08,-0.021,0.011,0.007,-0.001,-2.29
"Alonzo Gee","CLE",2013,2541,-0.014,-0.008,0.011,-0.008,0.002,0.003,0.002,-0.027,-2.08,-2.3,-0.022,0.002,0.004,-0.029,-4.41
"Alonzo Gee","CLE",2014,1020,-0.002,-0.009,0.01,-0.007,-0.001,0.001,0.004,-0.012,-0.23,-2.03,-0.012,0.002,0,-0.009,-2.41
"Alonzo Gee","CLE, SAS, WAS",2011,1118,-0.014,0.004,0.011,0.003,0.004,0.003,0.005,-0.004,-1.18,1.08,-0.008,0.013,0.007,0.001,0
"Alonzo Gee","DEN, POR",2015,585,-0.002,-0.005,0.003,-0.005,-0.002,0,0,-0.005,-0.58,-1.32,-0.008,-0.002,-0.002,-0.006,-1.95
"Alonzo Gee","WAS",2010,182,-0.002,-0.001,0.001,0.001,0.001,0,0.003,0.001,-0.03,-0.01,-0.003,0.003,0.001,0.004,-0.05
"Alonzo Mourning","MIA",2001,306,0.001,0.001,-0.002,0.001,0,-0.002,0.001,0.005,-0.01,0.21,0.002,-0.001,-0.002,0.006,0.19
"Alonzo Mourning","MIA",2002,2455,0.009,0.003,-0.01,0.007,-0.007,-0.013,0.002,0.027,-0.26,0.84,0.011,-0.003,-0.021,0.033,0.5
"Alonzo Mourning","MIA",2006,1302,-0.002,0.014,-0.003,0.012,-0.009,-0.009,0.013,0.015,-1.37,1.95,0.013,0.008,-0.019,0.03,0.73
"Alonzo Mourning","MIA",2007,1572,0,0.024,-0.001,0.013,-0.006,-0.008,0.028,0,-0.21,2.8,0.026,0.011,-0.015,0.029,2.64
"Alonzo Mourning","MIA",2008,389,-0.001,0.004,0,0.004,-0.003,-0.003,0.004,0,-0.58,0.33,0.003,0.004,-0.006,0.004,-0.2
"Alonzo Mourning","MIA, NJN",2005,702,-0.001,0.01,-0.002,0.002,-0.003,-0.005,0.01,0.007,-0.3,1.5,0.01,0.001,-0.008,0.018,1.26
"Alonzo Mourning","NJN",2004,215,-0.002,0.002,0,0,-0.002,-0.002,0.003,0.002,-0.47,0.24,0.001,0,-0.004,0.005,-0.19
"Alton Ford","HOU",2004,41,-0.001,0,0.001,0,0,0,-0.001,0,-0.12,0.1,-0.001,0.001,0,-0.001,-0.01
"Alton Ford","PHO",2002,452,-0.006,-0.002,0.002,-0.003,-0.007,-0.006,0.003,0.007,-1.53,-0.95,-0.007,-0.002,-0.014,0.011,-2.4
"Alton Ford","PHO",2003,31,0,0,0,0,0,0,0,0,-0.09,-0.05,-0.001,0,-0.001,0.001,-0.13
"Alvin Jones","PHI",2002,126,-0.002,-0.001,-0.001,-0.002,-0.003,-0.001,0.008,-0.004,-0.24,-0.52,-0.002,-0.002,-0.004,0.004,-0.77
"Alvin Williams","LAC",2007,10,0,0,0,0,0,0,0,0.001,-0.06,-0.04,-0.001,0,0,0.001,-0.1
"Alvin Williams","TOR",2001,2394,0.003,0,0.003,-0.004,0.007,-0.004,-0.033,0,-0.74,-0.28,0.002,-0.002,0.002,-0.033,-1.1
"Alvin Williams","TOR",2002,2927,0.008,-0.006,0.005,-0.005,0.007,-0.001,-0.026,-0.003,0.56,-1.25,0,0,0.006,-0.03,-0.96
"Alvin Williams","TOR",2003,2638,0.011,-0.012,0.001,0.002,0.005,0.002,-0.022,-0.002,0.57,-1.88,-0.004,0.002,0.007,-0.025,-1.61
"Alvin Williams","TOR",2004,1730,0.005,-0.006,0.003,0.001,0.001,0.001,-0.023,-0.002,-0.61,-1.06,-0.003,0.004,0.002,-0.026,-1.78
"Alvin Williams","TOR",2006,10,0,0,0,0,0,0,0,0,-0.06,-0.03,-0.001,0,0,0.001,-0.09
"Amal McCaskill","ATL",2003,70,-0.001,0,-0.001,0,0,-0.001,0,0.001,-0.24,-0.01,0,-0.001,-0.001,0.001,-0.23
"Amal McCaskill","PHI",2004,636,-0.007,0.004,-0.009,0.003,-0.003,-0.007,0.005,0.007,-1.62,0.23,-0.002,-0.005,-0.01,0.013,-1.25
"Amal McCaskill","SAS",2002,153,-0.003,0.001,0,-0.001,0,-0.001,0,0,-0.66,0,-0.002,-0.001,-0.001,0,-0.6
"Amar'e Stoudemire","DAL, NYK",2015,1101,-0.003,0,-0.005,-0.001,-0.007,-0.001,0.006,0.003,-1.36,-0.45,-0.003,-0.005,-0.008,0.009,-1.77
"Amar'e Stoudemire","NYK",2011,2870,-0.002,-0.005,0.009,0.008,-0.008,-0.014,0.012,-0.003,0.25,-1.87,-0.008,0.015,-0.023,0.009,-1.89
"Amar'e Stoudemire","NYK",2012,1543,-0.008,-0.007,0.005,0.002,-0.008,-0.005,0.001,-0.003,-1.74,-1.68,-0.016,0.006,-0.013,-0.003,-3.43
"Amar'e Stoudemire","NYK",2013,682,-0.005,-0.002,-0.003,-0.001,-0.004,0,0.001,-0.001,-1.5,-0.74,-0.007,-0.004,-0.004,0,-2.17
"Amar'e Stoudemire","NYK",2014,1466,-0.008,0,-0.004,-0.003,-0.009,-0.004,0.011,0.002,-2.2,-1.23,-0.007,-0.007,-0.012,0.013,-3.36
"Amar'e Stoudemire","PHO",2003,2570,0.005,-0.003,0.004,0.018,-0.016,-0.003,0.019,0.003,-0.07,0.5,0,0.022,-0.019,0.022,0.31
"Amar'e Stoudemire","PHO",2004,2025,0.011,-0.007,0.01,0.019,-0.015,-0.005,0.013,-0.004,1.5,-0.36,0.001,0.027,-0.021,0.008,0.82
"Amar'e Stoudemire","PHO",2005,2889,0.008,0.002,0.018,0.014,-0.006,-0.005,0.004,0.001,1.92,1.05,0.008,0.03,-0.011,0.006,2.67
"Amar'e Stoudemire","PHO",2006,50,0,0,0,0,0,0,0,0,0.06,-0.02,0,0.001,0,0,0.03
"Amar'e Stoudemire","PHO",2007,2689,0.01,-0.001,0.015,0.011,-0.007,-0.01,0.02,0.004,2.33,-0.53,0.007,0.023,-0.018,0.025,1.37
"Amar'e Stoudemire","PHO",2008,2677,-0.004,-0.001,0.02,0.006,-0.008,-0.011,0.011,0.014,0.13,-0.13,-0.006,0.023,-0.02,0.027,-0.17
"Amar'e Stoudemire","PHO",2009,1948,-0.008,0,0.018,0.002,-0.007,-0.011,0.012,0.01,-0.72,-0.07,-0.008,0.017,-0.019,0.023,-0.86
"Amar'e Stoudemire","PHO",2010,2838,-0.004,0.004,0.014,0.004,-0.011,-0.012,0.01,0.006,-0.75,-0.05,-0.001,0.016,-0.023,0.017,-0.87
"Amir Johnson","DET",2006,39,0.001,0,0,0,-0.001,0,0,-0.001,0.11,-0.04,0.001,0,0,-0.001,0.06
"Amir Johnson","DET",2007,124,0.002,0.002,0,0,-0.001,0,0.003,-0.001,0.32,0.23,0.003,0,0,0.002,0.52
"Amir Johnson","DET",2008,764,0.004,0.011,-0.007,0,-0.004,0.003,0.02,0.002,0.42,2.09,0.016,-0.006,-0.001,0.023,2.51
"Amir Johnson","DET",2009,911,-0.003,0.013,-0.003,0.002,-0.001,0.002,0.025,0.006,0.28,2.55,0.011,-0.001,0.001,0.032,2.86
"Amir Johnson","TOR",2010,1453,-0.003,0.015,-0.009,0.009,0.001,0.005,0.028,0.009,0.65,3.66,0.014,0,0.005,0.039,4.31
"Amir Johnson","TOR",2011,1853,-0.007,0.017,-0.007,0.01,-0.001,0.002,0.03,0.011,0.4,3.55,0.012,0.003,0.001,0.042,3.94
"Amir Johnson","TOR",2012,1553,0.006,0.008,-0.001,0.013,0.002,-0.001,0.024,0.019,2.72,2.54,0.013,0.012,0.001,0.045,4.98
"Amir Johnson","TOR",2013,2325,0.003,0.003,-0.002,0.019,-0.004,-0.003,0.028,0.025,1.55,1.88,0.005,0.016,-0.007,0.057,3.21
"Amir Johnson","TOR",2014,2214,0.007,-0.003,-0.009,0.024,-0.005,0.002,0.025,0.025,1.31,1.45,0.002,0.016,-0.003,0.053,2.54
"Amir Johnson","TOR",2015,1873,0.02,-0.006,-0.025,0.032,-0.007,-0.005,0.012,0.008,2.12,-0.59,0.01,0.008,-0.012,0.021,1.14
"Anderson Varejao","CLE",2005,863,-0.003,0.005,-0.002,0.001,0.002,0.004,0.023,0.01,0.6,1.61,0.002,-0.001,0.007,0.034,2.16
"Anderson Varejao","CLE",2006,760,-0.003,0.006,-0.002,0.003,0.001,0.004,0.021,0.013,0.15,1.93,0.004,0.001,0.006,0.036,2.1
"Anderson Varejao","CLE",2007,1932,-0.014,0.01,-0.007,0.014,-0.004,0.012,0.047,0.025,-1.36,3.75,-0.002,0.007,0.009,0.075,2.58
"Anderson Varejao","CLE",2008,1320,-0.012,0.004,-0.003,0.011,0,0.005,0.018,0.019,-1.7,2.04,-0.007,0.008,0.005,0.039,0.53
"Anderson Varejao","CLE",2009,2306,-0.014,-0.002,-0.002,0.016,-0.001,0.004,0.028,0.02,-1.12,1.39,-0.015,0.013,0.004,0.05,0.32
"Anderson Varejao","CLE",2010,2166,-0.004,0.005,0.006,0.009,-0.002,0.005,0.027,0.023,0.73,2.81,0.001,0.014,0.004,0.053,3.45
"Anderson Varejao","CLE",2011,994,0.001,0,0.003,0.006,-0.004,0.004,0.021,0.013,1.1,1.39,0.001,0.008,0.001,0.036,2.37
"Anderson Varejao","CLE",2012,785,0.001,0.001,-0.004,0.004,-0.006,0.002,0.019,0.012,0.41,1.22,0.002,0.001,-0.003,0.032,1.59
"Anderson Varejao","CLE",2013,901,-0.003,-0.001,-0.002,0.003,-0.004,0.002,0.028,0.015,0.72,0.93,-0.004,0.001,-0.002,0.045,1.55
"Anderson Varejao","CLE",2014,1800,-0.009,-0.001,-0.003,0.003,-0.006,0,0.045,0.026,0.77,1.25,-0.01,0,-0.006,0.074,1.87
"Anderson Varejao","CLE",2015,636,-0.003,-0.002,-0.001,0.002,-0.002,-0.001,0.009,0.004,0.08,-0.1,-0.005,0.001,-0.003,0.013,-0.07
"Andray Blatche","BRK",2013,1555,-0.014,0,-0.001,0.008,-0.003,0.004,0.019,0.024,-1.52,1.27,-0.013,0.007,0.001,0.046,-0.14
"Andray Blatche","BRK",2014,1618,-0.01,-0.001,0.001,0.006,-0.003,0,0.022,0.022,-0.51,0.47,-0.011,0.007,-0.002,0.047,-0.07
"Andray Blatche","WAS",2006,175,-0.002,0.001,0,-0.001,0,0,0.002,-0.002,-0.28,-0.07,-0.001,-0.001,0,0,-0.34
"Andray Blatche","WAS",2007,682,-0.008,-0.001,-0.003,-0.001,-0.003,0.001,0.008,-0.004,-1.2,-0.56,-0.008,-0.004,-0.002,0.003,-1.71
"Andray Blatche","WAS",2008,1675,-0.006,-0.001,-0.009,0.002,-0.008,0.001,0.015,-0.001,-1.49,-0.34,-0.007,-0.007,-0.007,0.013,-1.82
"Andray Blatche","WAS",2009,1703,-0.002,0.002,-0.012,0.004,-0.008,0.005,0.015,0.006,-1.29,0.92,-0.001,-0.007,-0.003,0.021,-0.31
"Andray Blatche","WAS",2010,2256,0.008,-0.002,-0.01,0.01,-0.008,0.006,0.017,0.019,0.22,1.71,0.005,0,-0.002,0.039,1.85
"Andray Blatche","WAS",2011,2172,-0.003,-0.008,-0.004,0.01,-0.004,0.006,0.018,0.027,-0.37,1.12,-0.012,0.006,0.003,0.049,0.7
"Andray Blatche","WAS",2012,626,-0.003,-0.003,-0.002,0.005,-0.001,0.002,0.01,0.008,-0.21,0.14,-0.006,0.003,0.001,0.018,-0.08
"Andre Barrett","CHI",2007,29,0,0,0,0,0,0,0.001,0,-0.02,-0.04,-0.001,0,0,0,-0.06
"Andre Barrett","HOU, ORL",2005,483,-0.002,-0.001,-0.001,-0.001,0.006,-0.001,0.006,0.001,0.74,-0.01,-0.003,-0.002,0.005,0.008,0.62
"Andre Barrett","LAC",2008,25,0,0,0,0,-0.001,0,-0.001,0,-0.12,-0.02,0,0,0,-0.001,-0.12
"Andre Barrett","PHO, TOR",2006,282,-0.001,0,0,-0.001,0.003,0,0.003,0,0.41,0.04,-0.001,-0.002,0.002,0.004,0.39
"Andre Brown","CHA",2009,41,0,0,0,0,0,0,0.001,0,0,-0.1,0,0,0,0.001,-0.11
"Andre Brown","MEM",2008,286,-0.001,0.001,-0.001,0,-0.002,-0.002,0.007,0,-0.44,-0.11,0,-0.001,-0.004,0.006,-0.53
"Andre Brown","SEA",2007,271,0,0,-0.001,0,-0.002,-0.001,0.003,0,-0.54,-0.11,0,-0.001,-0.003,0.003,-0.62
"Andre Dawkins","MIA",2015,22,0,0,0,0,0.001,-0.001,-0.001,-0.001,-0.01,-0.19,0,0,0,-0.003,-0.21
"Andre Drummond","DET",2013,1243,0.009,-0.003,-0.013,0.009,-0.003,-0.002,0.04,0.005,2.23,0.08,0.005,-0.003,-0.005,0.046,1.98
"Andre Drummond","DET",2014,2619,0.017,-0.007,-0.021,0.02,-0.01,-0.001,0.058,0.009,2.95,0.07,0.007,0,-0.011,0.069,2.56
"Andre Drummond","DET",2015,2171,0.021,-0.016,-0.022,0.024,-0.017,-0.005,0.052,0.029,2.07,-0.69,0,0.003,-0.022,0.085,0.98
"Andre Emmett","MEM",2005,28,-0.002,0,-0.001,0,0.001,0,-0.003,0.001,-0.48,0.02,-0.001,-0.001,0.001,-0.002,-0.41
"Andre Emmett","NJN",2012,45,-0.001,-0.001,-0.001,0,0,0,-0.001,-0.002,-0.26,-0.25,-0.002,0,0,-0.002,-0.49
"Andre Iguodala","DEN",2013,2779,0.003,0.019,0,-0.005,0.001,0.005,-0.008,-0.011,-0.07,3.55,0.023,-0.005,0.006,-0.022,3.52
"Andre Iguodala","GSW",2014,2040,0.005,0.018,-0.003,-0.003,-0.004,0.006,-0.004,-0.009,0.19,3.54,0.025,-0.006,0.002,-0.015,3.73
"Andre Iguodala","GSW",2015,1837,0.007,0.016,-0.008,0.004,0.002,0.005,-0.014,-0.001,0.16,3.16,0.023,-0.003,0.007,-0.015,3.32
"Andre Iguodala","PHI",2005,2686,0.013,-0.002,0.008,0,-0.008,0.015,-0.014,0.004,0.22,1.61,0.008,0.007,0.008,-0.009,1.74
"Andre Iguodala","PHI",2006,3086,-0.003,0.001,0.018,-0.001,-0.002,0.015,-0.011,-0.017,-0.68,1.12,-0.003,0.015,0.014,-0.03,0.42
"Andre Iguodala","PHI",2007,3062,-0.007,0.002,0.02,0.004,-0.001,0.008,0.003,-0.012,-0.99,1.02,-0.005,0.021,0.007,-0.011,0.03
"Andre Iguodala","PHI",2008,3242,-0.007,0.007,0.018,0.01,0.005,0.009,-0.005,-0.023,-0.07,1.73,0.001,0.025,0.015,-0.032,1.6
"Andre Iguodala","PHI",2009,3269,-0.002,0.007,0.014,-0.008,0.009,0.007,-0.002,-0.021,0.76,1.11,0.005,0.004,0.017,-0.026,1.7
"Andre Iguodala","PHI",2010,3193,0.001,0.002,0.005,-0.005,0.008,0.011,-0.002,-0.015,1.24,0.79,0.002,-0.001,0.02,-0.02,1.79
"Andre Iguodala","PHI",2011,2469,-0.011,0.006,-0.001,-0.007,0.003,0.01,-0.005,-0.019,-2.33,1.15,-0.004,-0.009,0.014,-0.026,-1.02
"Andre Iguodala","PHI",2012,2209,-0.005,0.015,0.001,-0.002,0.002,0.008,-0.015,-0.005,-1.39,3.35,0.012,-0.002,0.011,-0.021,2.13
"Andre Miller","CLE",2001,2848,0.007,-0.008,0.024,0.001,0.014,0.007,-0.01,-0.014,3.78,-0.99,-0.004,0.022,0.021,-0.025,2.18
"Andre Miller","CLE",2002,3023,0,-0.011,0.025,-0.002,0.01,0.002,-0.014,-0.01,1.36,-2.14,-0.013,0.02,0.012,-0.025,-1.18
"Andre Miller","DEN",2004,2838,0.007,-0.004,0.017,-0.008,0.009,0.004,-0.012,-0.006,2.53,-0.28,0.001,0.007,0.014,-0.018,1.82
"Andre Miller","DEN",2005,2852,0.015,-0.002,0.017,-0.001,0.01,0.001,-0.011,-0.019,4.53,-0.55,0.01,0.014,0.011,-0.033,3.32
"Andre Miller","DEN",2006,2937,0.013,-0.004,0.023,-0.001,0.013,0.002,-0.023,-0.014,3.92,-1.22,0.007,0.019,0.015,-0.039,2.07
"Andre Miller","DEN",2012,1809,-0.001,-0.001,0.011,-0.004,0.007,-0.001,0.002,-0.002,1.3,-0.79,-0.002,0.006,0.006,0,0.2
"Andre Miller","DEN",2013,2151,-0.011,0.008,0.002,-0.005,0.007,-0.004,-0.005,-0.012,-0.89,-0.23,-0.002,-0.004,0.002,-0.019,-1.19
"Andre Miller","DEN, PHI",2007,2966,0.002,-0.007,0.023,-0.003,0.013,0.001,-0.03,-0.025,1.6,-2.2,-0.006,0.017,0.014,-0.058,-1.03
"Andre Miller","DEN, WAS",2014,982,-0.003,0.001,-0.001,-0.001,0,0,0,-0.006,-0.6,-0.25,-0.001,-0.001,-0.001,-0.007,-0.88
"Andre Miller","LAC",2003,2913,0,-0.008,0.021,-0.004,0.009,0.003,-0.005,-0.015,1.73,-1.32,-0.01,0.014,0.012,-0.022,0.02
"Andre Miller","PHI",2008,3016,0.003,-0.011,0.018,-0.01,0.01,-0.004,-0.024,-0.021,1.26,-3.7,-0.01,0.006,0.005,-0.047,-2.9
"Andre Miller","PHI",2009,2976,0.003,0.004,0.016,-0.001,0.008,-0.001,-0.012,-0.006,1.47,0.04,0.006,0.013,0.007,-0.018,1.21
"Andre Miller","POR",2010,2500,0.006,0.003,0.011,-0.001,0.005,0.001,-0.008,-0.007,1.14,0.05,0.009,0.009,0.006,-0.017,0.92
"Andre Miller","POR",2011,2650,0.006,0.003,0.015,0.001,0.007,0.003,0.007,-0.009,2.6,0.05,0.008,0.014,0.01,-0.003,2.23
"Andre Miller","SAC, WAS",2015,1074,-0.002,-0.004,0.002,0.004,0,-0.002,0.012,-0.01,0.32,-1.01,-0.006,0.006,-0.002,0.001,-0.85
"Andre Owens","IND",2008,392,0,0.004,-0.004,-0.002,-0.002,0.002,0.003,0,-0.29,0.72,0.005,-0.006,0,0.002,0.47
"Andre Owens","UTA",2006,210,-0.005,-0.001,0,-0.002,-0.002,0,0.001,0.002,-1.1,-0.15,-0.005,-0.002,-0.001,0.003,-1.16
"Andre Roberson","OKC",2014,399,0.005,0.002,-0.001,0,-0.001,0.002,0.005,0.004,0.74,0.85,0.006,-0.001,0.001,0.01,1.52
"Andre Roberson","OKC",2015,1196,0.012,0.005,-0.001,0.001,-0.004,0.007,0.019,0.011,1.93,2.54,0.016,-0.001,0.004,0.032,4.3
"Andrea Bargnani","NYK",2014,1257,-0.007,-0.011,-0.005,0.002,-0.004,-0.001,-0.004,0.01,-2.23,-1.01,-0.019,-0.003,-0.005,0.007,-3.14
"Andrea Bargnani","NYK",2015,653,-0.006,-0.007,-0.002,0.002,-0.002,-0.002,-0.001,0.008,-1.32,-0.69,-0.013,0,-0.004,0.008,-1.95
"Andrea Bargnani","TOR",2007,1629,-0.005,-0.001,-0.015,0.009,0,-0.004,-0.005,-0.003,-1.82,-0.15,-0.007,-0.004,-0.005,-0.009,-1.91
"Andrea Bargnani","TOR",2008,1861,-0.004,-0.001,-0.011,0.011,-0.002,-0.007,-0.007,-0.002,-1.8,-0.74,-0.005,0.001,-0.009,-0.009,-2.52
"Andrea Bargnani","TOR",2009,2453,0.002,-0.006,-0.012,0.009,-0.001,-0.003,0.004,-0.002,-0.22,-1.58,-0.006,-0.002,-0.004,0.002,-2
"Andrea Bargnani","TOR",2010,2799,0.01,-0.01,-0.007,0.004,-0.008,-0.007,-0.001,0.001,0.5,-2.77,-0.003,-0.002,-0.015,0,-2.61
"Andrea Bargnani","TOR",2011,2353,0.009,-0.016,-0.01,0,-0.012,-0.005,-0.002,-0.003,-0.07,-4.22,-0.011,-0.009,-0.018,-0.005,-4.64
"Andrea Bargnani","TOR",2012,1032,0.006,-0.01,-0.003,0.002,-0.004,-0.002,-0.005,0.004,0.21,-1.8,-0.006,-0.001,-0.006,-0.001,-1.78
"Andrea Bargnani","TOR",2013,1003,-0.003,-0.008,-0.004,0.004,-0.005,-0.002,-0.002,0.007,-1.06,-0.98,-0.012,-0.001,-0.007,0.006,-2.05
"Andreas Glyniadakis","SEA",2007,81,-0.001,0.001,-0.002,0.001,-0.003,0,0.001,0.001,-0.45,0.16,0,-0.001,-0.003,0.002,-0.24
"Andrei Kirilenko","BRK",2014,857,-0.005,-0.006,0.005,0.002,-0.005,0.004,0.01,-0.006,-0.72,-0.44,-0.012,0.006,0,0.003,-1.17
"Andrei Kirilenko","BRK",2015,36,0,0,0,0,0,0,0,-0.001,-0.04,-0.01,0,0,0,0,-0.04
"Andrei Kirilenko","MIN",2013,2034,-0.01,-0.01,0.009,0.008,-0.009,0.007,0.015,0.002,-1.36,0.09,-0.02,0.016,-0.002,0.017,-1.26
"Andrei Kirilenko","UTA",2002,2151,0.004,0.015,0.025,-0.018,0,0.011,0.029,-0.003,3.8,3,0.02,0.004,0.012,0.026,6.4
"Andrei Kirilenko","UTA",2003,2213,0.009,0.012,0.031,-0.021,0.003,0.011,0.027,-0.006,5.36,2.7,0.021,0.006,0.015,0.02,7.47
"Andrei Kirilenko","UTA",2004,2895,0.002,0.011,0.034,-0.02,0.003,0.005,0.034,-0.014,4.12,1.27,0.013,0.01,0.009,0.019,4.87
"Andrei Kirilenko","UTA",2005,1349,0.004,0.003,0.02,-0.005,0.002,0.007,0.016,-0.008,2.3,0.78,0.006,0.013,0.01,0.007,2.78
"Andrei Kirilenko","UTA",2006,2604,-0.003,0.008,0.023,-0.003,-0.001,0.005,0.013,-0.009,0.66,1.37,0.006,0.017,0.004,0.003,1.87
"Andrei Kirilenko","UTA",2007,2049,-0.003,0.009,0.026,-0.005,0,0.003,0.03,-0.012,1.23,1.4,0.007,0.018,0.004,0.016,2.42
"Andrei Kirilenko","UTA",2008,2217,-0.007,0.016,0.021,-0.001,-0.003,0.005,0.023,-0.011,0.47,3.2,0.011,0.018,0.003,0.011,3.63
"Andrei Kirilenko","UTA",2009,1831,-0.014,0.012,0.018,-0.002,-0.001,0.007,0.023,-0.01,-0.5,2.55,0,0.014,0.007,0.012,2.09
"Andrei Kirilenko","UTA",2010,1681,-0.008,0.005,0.009,-0.003,-0.002,0.004,0.008,-0.007,-0.45,1.32,-0.003,0.005,0.003,0,0.86
"Andrei Kirilenko","UTA",2011,1999,-0.001,-0.003,0.006,-0.001,-0.007,-0.001,0.008,-0.004,-0.5,-0.19,-0.006,0.004,-0.008,0.004,-0.79
"Andres Nocioni","CHI",2005,1892,-0.001,-0.012,0.002,-0.011,-0.003,0,-0.006,0.012,-1.08,-2.64,-0.015,-0.01,-0.003,0.007,-3.88
"Andres Nocioni","CHI",2006,2239,0,-0.003,0.001,-0.01,-0.006,0,-0.019,0.003,-1.57,-1.18,-0.004,-0.009,-0.006,-0.016,-2.8
"Andres Nocioni","CHI",2007,1406,0.002,0,0.001,-0.002,-0.002,-0.002,-0.018,-0.001,-0.49,-0.2,0.001,-0.001,-0.004,-0.019,-0.75
"Andres Nocioni","CHI",2008,2021,0.007,0.005,-0.002,-0.003,-0.001,-0.006,-0.018,-0.009,0.44,-0.2,0.011,-0.005,-0.008,-0.029,0.03
"Andres Nocioni","CHI, SAC",2009,1991,0.008,0.002,-0.003,-0.006,0.005,-0.008,-0.006,-0.009,1.54,-0.92,0.009,-0.009,-0.004,-0.016,0.26
"Andres Nocioni","PHI",2011,931,-0.004,-0.004,-0.002,-0.008,-0.002,-0.002,-0.006,-0.002,-1.47,-1.4,-0.008,-0.009,-0.005,-0.008,-2.85
"Andres Nocioni","PHI",2012,56,0,0,0,-0.001,-0.001,0,-0.001,0,-0.18,-0.11,-0.001,-0.001,-0.001,-0.001,-0.29
"Andres Nocioni","SAC",2010,1477,0.004,-0.003,-0.004,-0.009,-0.001,-0.005,-0.001,-0.008,0.28,-2,0,-0.012,-0.006,-0.01,-1.96
"Andrew Bogut","GSW",2013,786,0,0.002,-0.006,0.004,-0.009,-0.003,0.007,0.014,-0.92,0.73,0.003,-0.001,-0.012,0.023,-0.11
"Andrew Bogut","GSW",2014,1769,0.001,0.005,-0.019,0.01,-0.021,-0.008,0.01,0.031,-2.84,1.13,0.005,-0.008,-0.03,0.045,-1.48
"Andrew Bogut","GSW",2015,1357,0.008,0.002,-0.023,0.013,-0.02,-0.005,0.005,0.026,-2.08,0.91,0.009,-0.008,-0.026,0.034,-0.99
"Andrew Bogut","MIL",2006,2348,0,0.003,-0.007,0.007,-0.009,0.007,0.006,0.041,-0.88,3.79,0.004,0,-0.001,0.053,3.04
"Andrew Bogut","MIL",2007,2258,0.005,0.001,-0.004,0.005,-0.007,0.003,0.009,0.032,0.13,2.26,0.005,0,-0.004,0.045,2.34
"Andrew Bogut","MIL",2008,2720,-0.004,0.003,-0.012,0.01,-0.014,0,0.023,0.028,-1.97,2.26,-0.001,-0.001,-0.014,0.054,0.47
"Andrew Bogut","MIL",2009,1124,0.003,0.002,-0.005,0.013,-0.008,0,0.015,0.016,0.37,1.79,0.005,0.008,-0.008,0.033,2.13
"Andrew Bogut","MIL",2010,2229,0.003,0.011,-0.009,0.026,-0.016,-0.001,0.019,0.036,-0.02,4.82,0.014,0.017,-0.017,0.06,4.89
"Andrew Bogut","MIL",2011,2297,0.001,0.012,-0.006,0.015,-0.015,-0.003,0.008,0.048,-0.66,4.74,0.013,0.009,-0.018,0.063,4.24
"Andrew Bogut","MIL",2012,364,0,0.001,0,0.002,-0.003,-0.001,0.003,0.007,-0.12,0.58,0.001,0.002,-0.003,0.011,0.47
"Andrew Bynum","CLE, IND",2014,516,-0.008,0.006,-0.011,0.006,-0.004,-0.003,0.009,0.004,-1.49,0.82,-0.001,-0.004,-0.007,0.014,-0.5
"Andrew Bynum","LAL",2006,338,0.001,0,-0.006,0.002,-0.005,-0.002,-0.003,0.004,-0.98,-0.04,0.001,-0.003,-0.007,0.002,-0.94
"Andrew Bynum","LAL",2007,1793,0.01,-0.001,-0.016,0.011,-0.025,-0.01,0.012,0.027,-2.27,-0.13,0.007,-0.004,-0.035,0.043,-2.3
"Andrew Bynum","LAL",2008,1008,0.004,0.003,-0.007,0.007,-0.01,-0.006,0.004,0.014,-0.93,0.66,0.007,0.001,-0.017,0.02,-0.21
"Andrew Bynum","LAL",2009,1446,0.004,0.006,-0.015,0.013,-0.012,-0.007,0.013,0.016,-1.05,1.18,0.01,-0.001,-0.019,0.031,0.19
"Andrew Bynum","LAL",2010,1977,0.003,0.003,-0.026,0.024,-0.017,-0.01,0.007,0.026,-2.89,1.31,0.005,0,-0.028,0.035,-1.36
"Andrew Bynum","LAL",2011,1500,0.005,0,-0.009,0.018,-0.009,-0.009,0.005,0.024,-0.82,0.93,0.004,0.009,-0.019,0.032,0.13
"Andrew Bynum","LAL",2012,2112,0.001,0.003,-0.007,0.021,-0.016,-0.011,0.009,0.024,-2.24,1.62,0.003,0.014,-0.028,0.036,-0.45
"Andrew DeClercq","ORL",2001,903,-0.002,-0.001,-0.011,0,-0.004,0.005,0.018,0.001,-0.67,0.23,-0.003,-0.01,0.001,0.019,-0.43
"Andrew DeClercq","ORL",2002,633,0,0.002,-0.009,0,-0.004,0.004,0.015,0.002,-0.28,0.72,0.002,-0.008,0.001,0.017,0.45
"Andrew DeClercq","ORL",2003,1327,-0.005,0.008,-0.016,0.002,-0.007,0.009,0.032,0.004,-0.97,2.29,0.003,-0.012,0.003,0.037,1.44
